cms_certification_number,first_month,last_month,months_observed,months_expected,months_missing,has_gaps
265469,2017-01,2024-03,69,87,18,True
265470,2017-01,2025-03,99,99,0,False
265471,2017-07,2025-03,87,93,6,True
265472,2017-01,2025-03,99,99,0,False
265473,2017-01,2025-03,99,99,0,False
265474,2017-01,2025-03,99,99,0,False
265475,2017-01,2025-03,99,99,0,False
265476,2017-01,2025-03,96,99,3,True
265477,2017-01,2025-03,99,99,0,False
265479,2017-01,2025-03,99,99,0,False
265480,2017-01,2025-03,99,99,0,False
265481,2017-01,2025-03,99,99,0,False
265482,2017-01,2025-03,90,99,9,True
265485,2017-01,2025-03,93,99,6,True
265486,2017-01,2025-03,99,99,0,False
265489,2017-01,2025-03,96,99,3,True
265491,2017-01,2025-03,96,99,3,True
265492,2017-07,2025-03,87,93,6,True
265493,2017-01,2025-03,99,99,0,False
265494,2017-01,2025-03,99,99,0,False
265495,2017-01,2025-03,99,99,0,False
265496,2017-01,2025-03,99,99,0,False
265498,2017-01,2025-03,96,99,3,True
265500,2017-01,2025-03,81,99,18,True
265501,2017-01,2025-03,99,99,0,False
265503,2017-01,2025-03,99,99,0,False
265504,2017-01,2025-03,99,99,0,False
265506,2017-01,2025-03,99,99,0,False
265508,2017-01,2025-03,72,99,27,True
265509,2017-04,2025-03,75,96,21,True
265510,2017-01,2023-12,78,84,6,True
265512,2017-01,2025-03,96,99,3,True
265513,2017-01,2020-09,42,45,3,True
265514,2017-01,2025-03,99,99,0,False
265516,2017-01,2025-03,96,99,3,True
265517,2017-01,2022-12,72,72,0,False
265518,2017-01,2025-03,96,99,3,True
265519,2017-01,2025-03,99,99,0,False
265520,2017-01,2025-03,96,99,3,True
265521,2017-04,2025-03,93,96,3,True
265522,2017-01,2025-03,99,99,0,False
265523,2017-01,2025-03,96,99,3,True
265524,2017-01,2023-09,69,81,12,True
265526,2017-01,2025-03,81,99,18,True
265528,2017-01,2024-12,96,96,0,False
265529,2017-01,2017-09,9,9,0,False
265530,2017-01,2025-03,96,99,3,True
265531,2017-01,2025-03,93,99,6,True
265532,2017-01,2025-03,84,99,15,True
265534,2017-01,2025-03,84,99,15,True
265535,2017-01,2025-03,99,99,0,False
265536,2017-01,2025-03,96,99,3,True
265537,2017-01,2024-09,93,93,0,False
265538,2018-01,2025-03,84,87,3,True
265539,2017-01,2025-03,96,99,3,True
265545,2017-01,2025-03,99,99,0,False
265546,2017-04,2025-03,69,96,27,True
265547,2017-01,2025-03,84,99,15,True
265548,2017-01,2025-03,90,99,9,True
265549,2017-01,2025-03,81,99,18,True
265550,2017-01,2025-03,96,99,3,True
265551,2017-01,2025-03,96,99,3,True
265552,2017-01,2025-03,99,99,0,False
265553,2017-01,2025-03,99,99,0,False
265554,2017-01,2025-03,96,99,3,True
265555,2017-01,2025-03,99,99,0,False
265556,2017-01,2025-03,99,99,0,False
265557,2017-07,2022-12,66,66,0,False
265558,2017-01,2025-03,90,99,9,True
265559,2017-01,2025-03,99,99,0,False
265561,2017-01,2024-09,90,93,3,True
265564,2017-01,2025-03,99,99,0,False
265565,2017-01,2025-03,96,99,3,True
265566,2017-01,2025-03,93,99,6,True
265571,2017-01,2025-03,99,99,0,False
265572,2017-04,2022-06,42,63,21,True
265573,2017-01,2025-03,84,99,15,True
265574,2017-01,2025-03,99,99,0,False
265577,2017-04,2025-03,96,96,0,False
265578,2017-01,2025-03,84,99,15,True
265579,2017-01,2025-03,93,99,6,True
265580,2017-01,2025-03,96,99,3,True
265581,2017-01,2025-03,96,99,3,True
265582,2017-01,2025-03,84,99,15,True
265583,2017-01,2025-03,99,99,0,False
265585,2017-01,2025-03,96,99,3,True
265586,2017-01,2025-03,96,99,3,True
265589,2017-01,2025-03,99,99,0,False
265590,2017-01,2025-03,96,99,3,True
265591,2017-01,2025-03,96,99,3,True
265593,2017-01,2025-03,99,99,0,False
265594,2017-01,2025-03,99,99,0,False
265595,2017-01,2025-03,99,99,0,False
265597,2017-01,2025-03,96,99,3,True
265598,2017-07,2025-03,93,93,0,False
265599,2017-01,2025-03,99,99,0,False
265600,2017-01,2025-03,99,99,0,False
265605,2017-01,2025-03,99,99,0,False
265606,2017-01,2024-03,87,87,0,False
265607,2017-01,2025-03,99,99,0,False
265608,2017-01,2025-03,99,99,0,False
265609,2017-01,2025-03,96,99,3,True
265610,2017-01,2025-03,99,99,0,False
265611,2017-01,2025-03,99,99,0,False
265614,2017-01,2025-03,99,99,0,False
265617,2017-01,2023-03,72,75,3,True
265618,2017-01,2025-03,99,99,0,False
265620,2017-01,2025-03,99,99,0,False
265621,2017-01,2025-03,96,99,3,True
265625,2017-01,2025-03,93,99,6,True
265627,2019-01,2025-03,75,75,0,False
265629,2017-01,2025-03,96,99,3,True
265632,2017-01,2025-03,96,99,3,True
265633,2017-01,2025-03,93,99,6,True
265634,2017-01,2025-03,99,99,0,False
265636,2018-04,2025-03,84,84,0,False
265637,2017-01,2023-12,78,84,6,True
265638,2017-04,2025-03,81,96,15,True
265639,2017-01,2025-03,99,99,0,False
265643,2017-01,2025-03,69,99,30,True
265644,2017-01,2025-03,90,99,9,True
265645,2017-01,2025-03,84,99,15,True
265646,2017-01,2025-03,99,99,0,False
265647,2017-01,2025-03,90,99,9,True
265648,2017-01,2022-03,63,63,0,False
265649,2017-04,2025-03,96,96,0,False
265651,2017-01,2025-03,99,99,0,False
265652,2017-01,2025-03,99,99,0,False
265654,2017-01,2025-03,99,99,0,False
265655,2017-10,2025-03,87,90,3,True
265656,2017-01,2025-03,99,99,0,False
265657,2017-01,2023-09,75,81,6,True
265661,2017-04,2025-03,96,96,0,False
265663,2017-01,2025-03,99,99,0,False
265664,2017-01,2025-03,99,99,0,False
265665,2017-01,2025-03,99,99,0,False
265666,2017-01,2025-03,99,99,0,False
265667,2017-01,2025-03,84,99,15,True
265668,2017-01,2025-03,96,99,3,True
265669,2017-01,2025-03,96,99,3,True
265670,2017-01,2025-03,99,99,0,False
265672,2019-01,2025-03,57,75,18,True
265674,2017-01,2025-03,99,99,0,False
265676,2017-01,2025-03,75,99,24,True
265677,2017-01,2025-03,96,99,3,True
265678,2017-01,2025-03,87,99,12,True
265679,2017-01,2025-03,96,99,3,True
265680,2017-01,2025-03,99,99,0,False
265681,2017-01,2025-03,99,99,0,False
265682,2017-01,2025-03,93,99,6,True
265683,2017-01,2025-03,99,99,0,False
265688,2017-01,2025-03,99,99,0,False
265690,2018-10,2024-09,69,72,3,True
265693,2017-01,2025-03,99,99,0,False
265694,2017-01,2025-03,93,99,6,True
265696,2017-01,2025-03,96,99,3,True
265697,2017-04,2021-03,48,48,0,False
265698,2017-01,2025-03,81,99,18,True
265699,2017-01,2025-03,96,99,3,True
265700,2017-01,2025-03,90,99,9,True
265701,2017-01,2025-03,99,99,0,False
265702,2017-01,2025-03,99,99,0,False
265703,2017-01,2025-03,99,99,0,False
265704,2017-01,2025-03,87,99,12,True
265705,2017-01,2025-03,96,99,3,True
265706,2017-01,2025-03,99,99,0,False
265707,2017-01,2022-03,63,63,0,False
265708,2017-01,2025-03,93,99,6,True
265709,2017-01,2022-06,66,66,0,False
265710,2017-01,2025-03,99,99,0,False
265711,2017-10,2025-03,90,90,0,False
265712,2017-01,2025-03,78,99,21,True
265713,2017-01,2025-03,93,99,6,True
265714,2017-01,2025-03,99,99,0,False
265715,2017-01,2025-03,99,99,0,False
265716,2017-01,2025-03,99,99,0,False
265717,2017-01,2024-03,78,87,9,True
265718,2017-01,2025-03,99,99,0,False
265719,2017-01,2025-03,96,99,3,True
265720,2017-01,2025-03,96,99,3,True
265721,2017-01,2025-03,84,99,15,True
265725,2017-01,2019-03,27,27,0,False
265727,2017-01,2025-03,96,99,3,True
265728,2017-01,2018-12,24,24,0,False
265729,2017-01,2025-03,93,99,6,True
265730,2017-01,2025-03,81,99,18,True
265731,2017-01,2025-03,99,99,0,False
265732,2017-01,2017-12,6,12,6,True
265733,2019-10,2019-12,3,3,0,False
265734,2017-01,2025-03,99,99,0,False
265735,2017-01,2025-03,84,99,15,True
265736,2017-01,2025-03,90,99,9,True
265737,2017-01,2024-12,96,96,0,False
265738,2017-01,2025-03,99,99,0,False
265739,2017-01,2025-03,99,99,0,False
265740,2017-01,2025-03,96,99,3,True
265742,2017-01,2025-03,99,99,0,False
265743,2017-01,2025-03,99,99,0,False
265744,2017-01,2025-03,96,99,3,True
265745,2017-01,2025-03,99,99,0,False
265746,2017-01,2025-03,96,99,3,True
265747,2017-01,2025-03,87,99,12,True
265748,2017-01,2025-03,99,99,0,False
265749,2017-04,2025-03,81,96,15,True
265751,2019-01,2022-12,39,48,9,True
265752,2017-01,2025-03,99,99,0,False
265753,2017-04,2025-03,81,96,15,True
265754,2017-01,2025-03,99,99,0,False
265755,2017-01,2025-03,99,99,0,False
265756,2017-01,2025-03,96,99,3,True
265757,2017-01,2025-03,99,99,0,False
265758,2017-01,2025-03,99,99,0,False
265759,2017-01,2025-03,99,99,0,False
265760,2017-01,2025-03,96,99,3,True
265761,2017-01,2025-03,96,99,3,True
265762,2017-01,2025-03,93,99,6,True
265763,2017-01,2025-03,99,99,0,False
265764,2017-01,2025-03,90,99,9,True
265765,2017-01,2025-03,99,99,0,False
265766,2017-01,2025-03,96,99,3,True
265767,2017-01,2025-03,99,99,0,False
265768,2017-01,2025-03,99,99,0,False
265769,2017-01,2025-03,87,99,12,True
265770,2017-01,2025-03,99,99,0,False
265771,2017-01,2025-03,99,99,0,False
265772,2017-01,2025-03,99,99,0,False
265773,2017-01,2025-03,87,99,12,True
265775,2017-01,2025-03,96,99,3,True
265776,2017-10,2025-03,72,90,18,True
265777,2017-01,2025-03,99,99,0,False
265778,2017-01,2025-03,99,99,0,False
265779,2017-01,2025-03,99,99,0,False
265780,2017-01,2020-09,42,45,3,True
265781,2017-01,2018-03,15,15,0,False
265782,2017-04,2025-03,87,96,9,True
265783,2017-01,2025-03,99,99,0,False
265784,2017-01,2025-03,99,99,0,False
265785,2017-01,2025-03,99,99,0,False
265786,2017-01,2025-03,96,99,3,True
265787,2017-01,2025-03,99,99,0,False
265788,2017-01,2021-12,60,60,0,False
265791,2017-10,2025-03,81,90,9,True
265792,2017-01,2025-03,99,99,0,False
265793,2017-01,2025-03,96,99,3,True
265794,2017-01,2025-03,99,99,0,False
265795,2018-01,2025-03,81,87,6,True
265796,2017-01,2025-03,93,99,6,True
265797,2017-01,2025-03,93,99,6,True
265798,2017-01,2025-03,99,99,0,False
265799,2017-01,2025-03,96,99,3,True
265800,2017-01,2025-03,81,99,18,True
265801,2017-01,2025-03,96,99,3,True
265802,2017-01,2025-03,99,99,0,False
265803,2017-01,2025-03,99,99,0,False
265804,2017-01,2025-03,96,99,3,True
265805,2017-01,2025-03,99,99,0,False
265807,2017-01,2025-03,99,99,0,False
265808,2020-10,2025-03,45,54,9,True
265810,2017-01,2025-03,99,99,0,False
265813,2017-01,2025-03,99,99,0,False
265814,2017-01,2025-03,96,99,3,True
265816,2017-01,2025-03,96,99,3,True
265817,2017-04,2025-03,81,96,15,True
265819,2017-01,2025-03,90,99,9,True
265820,2017-01,2025-03,99,99,0,False
265821,2017-01,2025-03,99,99,0,False
265822,2017-01,2025-03,84,99,15,True
265823,2017-01,2025-03,81,99,18,True
265824,2017-01,2025-03,99,99,0,False
265825,2017-01,2025-03,99,99,0,False
265826,2017-01,2025-03,99,99,0,False
265827,2017-01,2025-03,99,99,0,False
265828,2017-01,2025-03,99,99,0,False
265829,2017-01,2025-03,93,99,6,True
265830,2017-01,2020-06,42,42,0,False
265831,2017-01,2025-03,99,99,0,False
265832,2017-04,2024-09,60,90,30,True
265833,2017-01,2024-09,90,93,3,True
265834,2017-01,2025-03,99,99,0,False
265835,2017-01,2025-03,99,99,0,False
265836,2017-01,2025-03,96,99,3,True
265837,2017-01,2025-03,96,99,3,True
265838,2017-01,2025-03,78,99,21,True
265839,2017-01,2025-03,96,99,3,True
265840,2017-01,2025-03,99,99,0,False
265841,2017-04,2025-03,90,96,6,True
265842,2017-01,2025-03,93,99,6,True
265843,2017-01,2024-12,48,96,48,True
265844,2017-01,2025-03,96,99,3,True
265845,2018-01,2025-03,84,87,3,True
265846,2017-01,2025-03,87,99,12,True
265847,2017-01,2024-06,90,90,0,False
265848,2017-01,2025-03,99,99,0,False
265849,2017-01,2025-03,99,99,0,False
265850,2017-01,2025-03,96,99,3,True
265851,2017-01,2025-03,96,99,3,True
265852,2017-01,2025-03,99,99,0,False
265853,2017-01,2025-03,99,99,0,False
265854,2018-04,2025-03,81,84,3,True
265855,2017-01,2025-03,99,99,0,False
265856,2018-01,2024-06,75,78,3,True
265857,2017-01,2025-03,87,99,12,True
265858,2017-04,2025-03,87,96,9,True
265859,2017-04,2025-03,87,96,9,True
265860,2017-10,2025-03,84,90,6,True
265861,2017-07,2025-03,90,93,3,True
265862,2018-07,2025-03,57,81,24,True
265863,2017-10,2025-03,87,90,3,True
265864,2018-01,2025-03,87,87,0,False
265865,2018-01,2025-03,87,87,0,False
265866,2018-01,2025-03,87,87,0,False
265867,2020-07,2025-03,51,57,6,True
265868,2018-04,2025-03,84,84,0,False
265869,2018-07,2025-03,78,81,3,True
265870,2018-07,2025-03,75,81,6,True
265871,2018-07,2025-03,81,81,0,False
265872,2018-10,2025-03,78,78,0,False
265873,2019-01,2025-03,72,75,3,True
265874,2019-01,2025-03,75,75,0,False
265875,2019-01,2025-03,75,75,0,False
265876,2019-07,2025-03,69,69,0,False
265877,2019-07,2025-03,69,69,0,False
265878,2019-10,2025-03,63,66,3,True
265879,2020-01,2023-06,42,42,0,False
265880,2021-01,2025-03,51,51,0,False
265881,2021-01,2025-03,51,51,0,False
265882,2021-07,2024-06,36,36,0,False
265883,2022-04,2025-03,36,36,0,False
265884,2023-10,2025-03,18,18,0,False
265885,2024-07,2025-03,9,9,0,False
265887,2024-07,2025-03,9,9,0,False
26A206,2017-01,2023-03,72,75,3,True
26A269,2017-01,2022-12,72,72,0,False
26A292,2017-01,2025-03,96,99,3,True
26A293,2017-01,2025-03,54,99,45,True
26A300,2017-01,2017-06,6,6,0,False
26A378,2017-01,2025-03,93,99,6,True
26A381,2018-04,2025-03,21,84,63,True
26A443,2017-01,2025-03,81,99,18,True
26A469,2017-01,2025-03,84,99,15,True
26A484,2017-01,2025-03,63,99,36,True
26A490,2024-01,2024-06,6,6,0,False
26A494,2018-01,2019-03,15,15,0,False
26E073,2017-01,2018-09,21,21,0,False
26E084,2017-01,2025-03,87,99,12,True
26E256,2017-01,2025-03,90,99,9,True
26E420,2024-07,2025-03,9,9,0,False
26E421,2024-10,2025-03,6,6,0,False
275012,2017-01,2025-03,99,99,0,False
275020,2017-01,2025-03,96,99,3,True
275021,2017-01,2025-03,96,99,3,True
275024,2017-01,2025-03,96,99,3,True
275025,2017-01,2025-03,96,99,3,True
275026,2017-01,2024-06,90,90,0,False
275027,2017-01,2022-06,63,66,3,True
275029,2017-01,2025-03,96,99,3,True
275030,2017-01,2025-03,90,99,9,True
275035,2017-01,2025-03,96,99,3,True
275039,2017-01,2019-12,36,36,0,False
275040,2017-01,2025-03,93,99,6,True
275043,2017-01,2025-03,96,99,3,True
275044,2017-01,2025-03,96,99,3,True
275047,2017-01,2025-03,96,99,3,True
275049,2017-01,2025-03,96,99,3,True
275053,2017-01,2022-09,66,69,3,True
275056,2017-01,2025-03,96,99,3,True
275060,2017-01,2025-03,93,99,6,True
275061,2017-01,2025-03,93,99,6,True
275064,2017-01,2024-09,90,93,3,True
275065,2017-04,2025-03,96,96,0,False
275066,2017-01,2025-03,99,99,0,False
275067,2017-04,2025-03,72,96,24,True
275069,2017-01,2025-03,96,99,3,True
275070,2017-07,2025-03,75,93,18,True
275071,2017-01,2017-03,3,3,0,False
275072,2017-01,2025-03,96,99,3,True
275073,2017-01,2025-03,99,99,0,False
275079,2017-01,2025-03,99,99,0,False
275080,2017-01,2025-03,99,99,0,False
275081,2017-01,2023-03,72,75,3,True
275082,2017-04,2019-09,27,30,3,True
275084,2017-01,2025-03,99,99,0,False
275085,2017-01,2017-09,9,9,0,False
275087,2017-01,2025-03,99,99,0,False
275090,2017-01,2022-12,69,72,3,True
275091,2017-01,2025-03,96,99,3,True
275093,2017-01,2025-03,96,99,3,True
275094,2017-01,2022-09,66,69,3,True
275096,2017-01,2018-06,18,18,0,False
275100,2018-07,2025-03,81,81,0,False
275101,2017-01,2022-03,63,63,0,False
275103,2017-01,2025-03,96,99,3,True
275104,2017-01,2025-03,96,99,3,True
275106,2017-01,2024-12,72,96,24,True
275107,2017-01,2025-03,90,99,9,True
275109,2017-01,2025-03,99,99,0,False
275111,2017-01,2025-03,93,99,6,True
275112,2017-01,2025-03,93,99,6,True
275114,2017-01,2022-12,69,72,3,True
275115,2017-01,2022-09,66,69,3,True
275116,2017-01,2019-09,30,33,3,True
275119,2017-01,2025-03,99,99,0,False
275120,2017-01,2025-03,96,99,3,True
275121,2017-01,2025-03,99,99,0,False
275122,2017-01,2025-03,99,99,0,False
275123,2017-01,2025-03,96,99,3,True
275124,2017-01,2025-03,84,99,15,True
275125,2017-01,2025-03,96,99,3,True
275126,2017-01,2025-03,96,99,3,True
275127,2017-01,2025-03,99,99,0,False
275129,2017-01,2025-03,96,99,3,True
275130,2017-01,2022-03,63,63,0,False
275131,2017-01,2022-12,72,72,0,False
275132,2017-01,2025-03,99,99,0,False
275133,2017-04,2025-03,90,96,6,True
275134,2017-01,2025-03,99,99,0,False
275135,2017-01,2025-03,81,99,18,True
275136,2017-01,2025-03,96,99,3,True
275140,2017-01,2025-03,96,99,3,True
275144,2017-01,2025-03,90,99,9,True
275147,2017-01,2025-03,96,99,3,True
275148,2017-01,2022-03,63,63,0,False
275153,2019-04,2025-03,36,72,36,True
275155,2017-01,2017-06,6,6,0,False
275156,2021-10,2025-03,42,42,0,False
275157,2025-01,2025-03,3,3,0,False
27A052,2017-01,2025-03,99,99,0,False
285002,2017-01,2025-03,96,99,3,True
285004,2017-01,2025-03,99,99,0,False
285019,2017-01,2025-03,93,99,6,True
285036,2017-04,2025-03,87,96,9,True
285049,2017-01,2025-03,99,99,0,False
285054,2017-01,2025-03,99,99,0,False
285055,2017-01,2025-03,99,99,0,False
285057,2017-01,2025-03,99,99,0,False
285058,2017-01,2025-03,99,99,0,False
285059,2017-01,2025-03,99,99,0,False
285062,2017-07,2025-03,90,93,3,True
285063,2017-01,2025-03,96,99,3,True
285065,2017-01,2025-03,90,99,9,True
285066,2017-01,2025-03,99,99,0,False
285067,2017-01,2025-03,99,99,0,False
285071,2017-01,2025-03,96,99,3,True
285072,2017-01,2025-03,99,99,0,False
285073,2017-01,2025-03,99,99,0,False
285074,2017-01,2025-03,96,99,3,True
285076,2017-01,2025-03,99,99,0,False
285078,2017-04,2025-03,93,96,3,True
285080,2017-01,2025-03,96,99,3,True
285081,2017-01,2025-03,90,99,9,True
285082,2017-01,2025-03,96,99,3,True
285083,2017-01,2025-03,96,99,3,True
285085,2017-01,2025-03,99,99,0,False
285087,2017-01,2025-03,96,99,3,True
285088,2017-01,2025-03,90,99,9,True
285089,2017-01,2025-03,96,99,3,True
285091,2017-01,2025-03,96,99,3,True
285092,2017-01,2025-03,90,99,9,True
285093,2017-04,2025-03,84,96,12,True
285094,2017-01,2025-03,99,99,0,False
285095,2017-07,2025-03,75,93,18,True
285096,2017-04,2025-03,87,96,9,True
285097,2017-07,2025-03,81,93,12,True
285098,2017-01,2025-03,99,99,0,False
285101,2017-07,2019-03,18,21,3,True
285102,2017-01,2025-03,75,99,24,True
285103,2017-01,2019-06,27,30,3,True
285104,2017-04,2025-03,84,96,12,True
285105,2017-01,2019-03,15,27,12,True
285106,2017-07,2025-03,84,93,9,True
285107,2017-07,2017-12,6,6,0,False
285108,2017-07,2025-03,90,93,3,True
285109,2017-07,2025-03,87,93,6,True
285110,2017-01,2017-12,9,12,3,True
285111,2017-07,2018-12,15,18,3,True
285112,2017-01,2025-03,99,99,0,False
285113,2017-01,2017-12,9,12,3,True
285114,2017-01,2025-03,96,99,3,True
285115,2017-01,2025-03,96,99,3,True
285116,2017-01,2025-03,90,99,9,True
285117,2017-07,2025-03,90,93,3,True
285118,2017-04,2025-03,90,96,6,True
285119,2017-01,2025-03,96,99,3,True
285120,2017-01,2017-12,9,12,3,True
285124,2017-07,2025-03,90,93,3,True
285126,2017-01,2025-03,99,99,0,False
285127,2017-01,2025-03,99,99,0,False
285130,2017-01,2025-03,99,99,0,False
285131,2017-01,2025-03,96,99,3,True
285132,2017-01,2019-06,30,30,0,False
285133,2017-01,2025-03,99,99,0,False
285134,2017-01,2025-03,99,99,0,False
285135,2017-01,2025-03,99,99,0,False
285137,2017-01,2025-03,99,99,0,False
285138,2017-01,2025-03,99,99,0,False
285139,2017-01,2025-03,99,99,0,False
285140,2017-01,2025-03,99,99,0,False
285141,2017-01,2025-03,99,99,0,False
285143,2017-01,2025-03,99,99,0,False
285144,2017-01,2025-03,99,99,0,False
285146,2017-01,2025-03,99,99,0,False
285147,2017-01,2025-03,99,99,0,False
285148,2017-01,2025-03,96,99,3,True
285149,2017-01,2025-03,99,99,0,False
285150,2017-01,2025-03,96,99,3,True
285151,2017-01,2025-03,96,99,3,True
285152,2017-01,2019-06,30,30,0,False
285156,2017-01,2025-03,99,99,0,False
285157,2017-01,2024-09,93,93,0,False
285158,2017-01,2019-06,30,30,0,False
285159,2017-01,2022-09,66,69,3,True
285160,2017-01,2025-03,96,99,3,True
285161,2017-01,2019-06,30,30,0,False
285163,2017-01,2025-03,99,99,0,False
285164,2017-07,2025-03,87,93,6,True
285165,2017-01,2025-03,99,99,0,False
285166,2017-01,2025-03,99,99,0,False
285167,2017-01,2017-09,9,9,0,False
285170,2017-01,2019-09,33,33,0,False
285172,2017-01,2025-03,96,99,3,True
285173,2017-01,2025-03,99,99,0,False
285174,2017-01,2017-12,12,12,0,False
285175,2017-01,2021-12,60,60,0,False
285176,2017-01,2021-12,60,60,0,False
285177,2017-01,2025-03,99,99,0,False
285178,2017-01,2025-03,87,99,12,True
285180,2017-01,2025-03,93,99,6,True
285183,2017-01,2025-03,99,99,0,False
285185,2017-01,2025-03,99,99,0,False
285186,2017-01,2022-03,57,63,6,True
285187,2017-01,2025-03,99,99,0,False
285189,2017-01,2025-03,99,99,0,False
285190,2017-01,2025-03,99,99,0,False
285191,2017-01,2023-06,78,78,0,False
285192,2017-01,2025-03,99,99,0,False
285193,2017-01,2025-03,99,99,0,False
285195,2017-01,2017-03,3,3,0,False
285196,2017-01,2017-09,9,9,0,False
285197,2017-01,2025-03,99,99,0,False
285198,2017-01,2019-06,30,30,0,False
285200,2017-01,2025-03,87,99,12,True
285201,2017-01,2025-03,96,99,3,True
285202,2017-01,2021-12,60,60,0,False
285203,2017-01,2025-03,99,99,0,False
285204,2017-01,2025-03,96,99,3,True
285206,2017-01,2025-03,99,99,0,False
285207,2017-01,2025-03,99,99,0,False
285208,2017-01,2025-03,96,99,3,True
285209,2017-01,2025-03,96,99,3,True
285210,2017-01,2025-03,96,99,3,True
285212,2017-01,2025-03,96,99,3,True
285213,2017-01,2025-03,87,99,12,True
285215,2017-01,2025-03,96,99,3,True
285216,2017-01,2025-03,93,99,6,True
285218,2017-01,2025-03,96,99,3,True
285219,2017-01,2025-03,96,99,3,True
285220,2017-01,2025-03,93,99,6,True
285221,2017-01,2025-03,96,99,3,True
285222,2017-01,2025-03,96,99,3,True
285224,2017-01,2025-03,96,99,3,True
285225,2017-01,2025-03,90,99,9,True
285226,2017-01,2025-03,96,99,3,True
285228,2017-01,2025-03,96,99,3,True
285229,2017-01,2022-03,60,63,3,True
285230,2017-01,2025-03,96,99,3,True
285231,2017-01,2025-03,96,99,3,True
285232,2017-01,2025-03,90,99,9,True
285235,2017-01,2025-03,99,99,0,False
285237,2017-01,2020-12,45,48,3,True
285238,2017-01,2025-03,99,99,0,False
285239,2017-01,2025-03,96,99,3,True
285240,2017-01,2025-03,99,99,0,False
285241,2017-01,2025-03,99,99,0,False
285242,2017-01,2025-03,96,99,3,True
285243,2017-01,2024-03,60,87,27,True
285245,2017-01,2025-03,99,99,0,False
285246,2017-01,2025-03,99,99,0,False
285247,2017-01,2018-09,15,21,6,True
285248,2017-01,2025-03,87,99,12,True
285249,2017-01,2025-03,99,99,0,False
285250,2017-01,2025-03,87,99,12,True
285252,2017-01,2025-03,96,99,3,True
285253,2017-01,2023-09,75,81,6,True
285254,2017-01,2025-03,96,99,3,True
285256,2017-01,2025-03,99,99,0,False
285257,2017-01,2025-03,93,99,6,True
285258,2017-01,2025-03,99,99,0,False
285259,2017-04,2025-03,90,96,6,True
285260,2017-01,2025-03,93,99,6,True
285261,2017-01,2025-03,93,99,6,True
285262,2017-01,2025-03,96,99,3,True
285263,2017-01,2025-03,93,99,6,True
285265,2017-01,2018-03,12,15,3,True
285266,2017-01,2025-03,99,99,0,False
285267,2017-01,2025-03,99,99,0,False
285268,2017-01,2025-03,96,99,3,True
285269,2017-04,2025-03,96,96,0,False
285270,2017-01,2025-03,96,99,3,True
285271,2017-01,2025-03,90,99,9,True
285272,2017-01,2025-03,87,99,12,True
285273,2017-01,2025-03,99,99,0,False
285274,2017-01,2022-09,66,69,3,True
285275,2017-01,2025-03,96,99,3,True
285276,2017-01,2025-03,96,99,3,True
285277,2017-01,2025-03,96,99,3,True
285278,2017-01,2025-03,99,99,0,False
285279,2017-01,2025-03,96,99,3,True
285280,2017-01,2025-03,99,99,0,False
285281,2017-01,2025-03,99,99,0,False
285282,2017-01,2025-03,96,99,3,True
285283,2017-01,2025-03,99,99,0,False
285284,2017-01,2025-03,99,99,0,False
285285,2017-01,2025-03,99,99,0,False
285286,2017-01,2022-03,48,63,15,True
285287,2018-07,2025-03,75,81,6,True
285288,2017-01,2025-03,99,99,0,False
285289,2017-01,2025-03,96,99,3,True
285290,2017-01,2021-12,48,60,12,True
285291,2017-01,2025-03,96,99,3,True
285292,2017-01,2025-03,93,99,6,True
285293,2017-04,2025-03,96,96,0,False
285294,2017-01,2025-03,90,99,9,True
285295,2017-01,2017-09,9,9,0,False
285296,2017-04,2025-03,93,96,3,True
285297,2017-01,2025-03,96,99,3,True
285298,2017-01,2025-03,87,99,12,True
285299,2017-10,2025-03,87,90,3,True
285300,2018-01,2025-03,87,87,0,False
285302,2018-04,2025-03,84,84,0,False
285303,2020-04,2025-03,57,60,3,True
285304,2019-10,2024-12,63,63,0,False
285305,2021-01,2025-03,51,51,0,False
285306,2023-04,2025-03,24,24,0,False
285307,2023-07,2025-03,18,21,3,True
28A065,2017-01,2025-03,78,99,21,True
28E173,2017-01,2025-03,99,99,0,False
28E175,2017-01,2022-03,60,63,3,True
28E180,2017-01,2025-03,96,99,3,True
28E191,2017-01,2025-03,96,99,3,True
28E195,2017-04,2019-03,24,24,0,False
28E199,2018-10,2021-06,30,33,3,True
28E257,2017-01,2025-03,90,99,9,True
28E271,2017-01,2025-03,93,99,6,True
28E278,2017-01,2019-03,27,27,0,False
28E279,2017-04,2019-06,15,27,12,True
28E297,2017-01,2017-06,6,6,0,False
28E299,2017-01,2025-03,99,99,0,False
28E300,2017-01,2025-03,90,99,9,True
28E301,2020-01,2022-12,30,36,6,True
28E302,2022-07,2025-03,33,33,0,False
295000,2017-01,2025-03,93,99,6,True
295001,2017-01,2025-03,99,99,0,False
295006,2017-01,2025-03,93,99,6,True
295008,2017-01,2025-03,96,99,3,True
295011,2017-01,2025-03,99,99,0,False
295017,2017-01,2025-03,99,99,0,False
295020,2017-01,2025-03,99,99,0,False
295021,2017-01,2025-03,99,99,0,False
295023,2017-01,2025-03,99,99,0,False
295024,2017-01,2025-03,96,99,3,True
295026,2017-01,2025-03,81,99,18,True
295029,2017-10,2025-03,90,90,0,False
295034,2017-01,2018-09,21,21,0,False
