cms_certification_number,first_month,last_month,months_observed,months_expected,months_missing,has_gaps
105846,2017-01,2025-03,99,99,0,False
105849,2017-01,2025-03,93,99,6,True
105850,2017-01,2021-06,54,54,0,False
105851,2017-01,2025-03,96,99,3,True
105852,2017-01,2025-03,96,99,3,True
105854,2017-01,2025-03,99,99,0,False
105855,2017-01,2025-03,99,99,0,False
105856,2017-01,2025-03,96,99,3,True
105858,2017-01,2025-03,96,99,3,True
105859,2017-01,2025-03,99,99,0,False
105860,2017-01,2025-03,96,99,3,True
105861,2017-01,2025-03,99,99,0,False
105862,2017-01,2022-03,63,63,0,False
105864,2017-01,2025-03,96,99,3,True
105866,2017-01,2025-03,99,99,0,False
105868,2017-01,2025-03,99,99,0,False
105870,2017-01,2025-03,99,99,0,False
105872,2017-01,2025-03,99,99,0,False
105873,2017-01,2019-03,27,27,0,False
105875,2017-01,2025-03,99,99,0,False
105878,2017-01,2025-03,99,99,0,False
105879,2017-01,2025-03,99,99,0,False
105881,2017-01,2025-03,96,99,3,True
105882,2017-01,2025-03,99,99,0,False
105884,2017-01,2025-03,99,99,0,False
105885,2017-01,2025-03,96,99,3,True
105886,2017-01,2025-03,96,99,3,True
105888,2017-01,2025-03,99,99,0,False
105890,2017-01,2019-09,33,33,0,False
105891,2017-01,2025-03,96,99,3,True
105892,2017-04,2025-03,96,96,0,False
105895,2017-01,2025-03,99,99,0,False
105901,2017-01,2025-03,99,99,0,False
105903,2017-01,2025-03,99,99,0,False
105904,2017-01,2025-03,99,99,0,False
105910,2017-01,2025-03,84,99,15,True
105911,2017-01,2025-03,96,99,3,True
105912,2017-01,2024-03,84,87,3,True
105915,2017-01,2025-03,99,99,0,False
105917,2017-01,2025-03,99,99,0,False
105919,2017-01,2023-03,75,75,0,False
105921,2017-01,2025-03,99,99,0,False
105924,2017-04,2025-03,93,96,3,True
105926,2017-01,2025-03,99,99,0,False
105927,2017-01,2025-03,99,99,0,False
105928,2017-01,2025-03,99,99,0,False
105930,2017-01,2025-03,93,99,6,True
105935,2017-01,2025-03,99,99,0,False
105937,2017-01,2025-03,99,99,0,False
105939,2017-01,2025-03,96,99,3,True
105949,2017-01,2025-03,96,99,3,True
105951,2017-01,2025-03,99,99,0,False
105952,2017-01,2025-03,99,99,0,False
105955,2017-07,2025-03,90,93,3,True
105959,2017-01,2025-03,90,99,9,True
105960,2017-01,2025-03,99,99,0,False
105961,2018-10,2025-03,78,78,0,False
105962,2017-01,2025-03,99,99,0,False
105963,2017-01,2025-03,99,99,0,False
105965,2017-01,2025-03,96,99,3,True
105966,2017-01,2025-03,99,99,0,False
105967,2017-01,2025-03,99,99,0,False
105968,2017-01,2025-03,99,99,0,False
105970,2017-01,2025-03,96,99,3,True
105972,2017-01,2023-12,78,84,6,True
105974,2017-01,2022-09,69,69,0,False
105975,2017-01,2025-03,75,99,24,True
105978,2017-01,2025-03,96,99,3,True
105979,2017-01,2025-03,99,99,0,False
105980,2017-01,2025-03,96,99,3,True
105982,2017-01,2025-03,99,99,0,False
105983,2017-01,2025-03,99,99,0,False
105985,2017-01,2025-03,99,99,0,False
105986,2017-01,2025-03,99,99,0,False
105987,2017-01,2025-03,99,99,0,False
105995,2017-04,2025-03,87,96,9,True
105996,2017-01,2025-03,99,99,0,False
105998,2017-01,2025-03,93,99,6,True
105999,2017-01,2025-03,99,99,0,False
106000,2017-01,2025-03,99,99,0,False
106002,2017-01,2025-03,99,99,0,False
106003,2017-01,2025-03,93,99,6,True
106005,2017-01,2025-03,96,99,3,True
106006,2017-01,2025-03,99,99,0,False
106007,2017-01,2025-03,99,99,0,False
106008,2017-01,2025-03,99,99,0,False
106009,2017-04,2025-03,96,96,0,False
106010,2017-01,2017-03,3,3,0,False
106011,2017-01,2025-03,99,99,0,False
106012,2017-01,2025-03,99,99,0,False
106013,2017-01,2025-03,99,99,0,False
106015,2017-01,2025-03,93,99,6,True
106017,2017-01,2025-03,99,99,0,False
106018,2017-01,2025-03,99,99,0,False
106019,2017-01,2025-03,96,99,3,True
106020,2017-01,2025-03,96,99,3,True
106021,2017-01,2025-03,96,99,3,True
106022,2017-01,2025-03,99,99,0,False
106024,2017-01,2025-03,99,99,0,False
106025,2017-01,2025-03,99,99,0,False
106027,2017-01,2022-09,63,69,6,True
106028,2017-01,2025-03,99,99,0,False
106029,2017-01,2025-03,99,99,0,False
106030,2017-01,2025-03,96,99,3,True
106031,2017-01,2025-03,96,99,3,True
106032,2017-01,2025-03,99,99,0,False
106033,2017-01,2025-03,96,99,3,True
106034,2017-01,2025-03,96,99,3,True
106035,2017-01,2025-03,96,99,3,True
106036,2017-01,2025-03,96,99,3,True
106038,2017-01,2025-03,93,99,6,True
106040,2017-01,2025-03,93,99,6,True
106041,2017-01,2025-03,93,99,6,True
106042,2017-01,2025-03,99,99,0,False
106043,2017-01,2025-03,99,99,0,False
106045,2017-01,2025-03,99,99,0,False
106046,2017-01,2025-03,96,99,3,True
106047,2017-01,2025-03,99,99,0,False
106048,2017-01,2025-03,96,99,3,True
106049,2017-01,2025-03,99,99,0,False
106050,2017-01,2022-03,63,63,0,False
106051,2017-01,2025-03,99,99,0,False
106052,2017-01,2025-03,99,99,0,False
106053,2017-01,2025-03,99,99,0,False
106054,2018-01,2023-12,63,72,9,True
106055,2017-01,2025-03,93,99,6,True
106056,2017-07,2025-03,93,93,0,False
106057,2017-01,2025-03,99,99,0,False
106058,2017-01,2025-03,96,99,3,True
106059,2017-01,2025-03,99,99,0,False
106060,2017-01,2025-03,99,99,0,False
106061,2017-01,2025-03,96,99,3,True
106062,2017-01,2025-03,99,99,0,False
106063,2017-01,2025-03,99,99,0,False
106064,2017-01,2025-03,99,99,0,False
106065,2017-01,2025-03,96,99,3,True
106066,2017-01,2025-03,84,99,15,True
106067,2018-01,2025-03,87,87,0,False
106068,2017-01,2025-03,99,99,0,False
106069,2017-01,2025-03,96,99,3,True
106070,2018-01,2025-03,84,87,3,True
106072,2017-01,2025-03,81,99,18,True
106073,2017-01,2025-03,99,99,0,False
106074,2017-01,2025-03,99,99,0,False
106075,2017-07,2025-03,93,93,0,False
106076,2017-01,2025-03,99,99,0,False
106077,2017-01,2025-03,93,99,6,True
106079,2017-01,2025-03,96,99,3,True
106080,2017-01,2025-03,93,99,6,True
106081,2017-01,2025-03,96,99,3,True
106082,2017-01,2018-12,21,24,3,True
106083,2017-01,2025-03,99,99,0,False
106084,2017-01,2025-03,93,99,6,True
106085,2017-01,2025-03,99,99,0,False
106086,2017-01,2025-03,96,99,3,True
106088,2017-04,2025-03,93,96,3,True
106089,2017-01,2025-03,99,99,0,False
106090,2017-01,2025-03,99,99,0,False
106091,2017-01,2025-03,90,99,9,True
106092,2017-01,2025-03,84,99,15,True
106093,2017-01,2025-03,84,99,15,True
106094,2017-01,2025-03,99,99,0,False
106095,2017-07,2025-03,90,93,3,True
106096,2017-01,2025-03,96,99,3,True
106097,2017-01,2025-03,99,99,0,False
106098,2017-01,2025-03,96,99,3,True
106099,2017-01,2025-03,96,99,3,True
106100,2017-01,2025-03,96,99,3,True
106101,2017-01,2021-09,57,57,0,False
106102,2017-01,2025-03,99,99,0,False
106103,2017-01,2025-03,99,99,0,False
106104,2017-01,2025-03,96,99,3,True
106105,2017-01,2025-03,93,99,6,True
106106,2017-01,2025-03,99,99,0,False
106107,2017-01,2017-09,9,9,0,False
106108,2017-01,2025-03,96,99,3,True
106109,2017-01,2025-03,96,99,3,True
106110,2018-07,2025-03,60,81,21,True
106111,2017-01,2025-03,93,99,6,True
106112,2017-04,2025-03,90,96,6,True
106113,2018-10,2025-03,75,78,3,True
106114,2017-10,2025-03,90,90,0,False
106115,2018-01,2025-03,84,87,3,True
106116,2018-01,2025-03,87,87,0,False
106117,2018-04,2025-03,84,84,0,False
106118,2018-07,2025-03,81,81,0,False
106119,2018-10,2025-03,78,78,0,False
106120,2019-01,2025-03,72,75,3,True
106121,2019-04,2025-03,69,72,3,True
106122,2019-01,2025-03,75,75,0,False
106123,2019-07,2025-03,69,69,0,False
106124,2019-07,2025-03,66,69,3,True
106125,2019-07,2024-06,60,60,0,False
106126,2019-10,2025-03,66,66,0,False
106127,2019-10,2025-03,63,66,3,True
106128,2019-10,2025-03,66,66,0,False
106129,2019-10,2025-03,63,66,3,True
106130,2021-01,2024-12,45,48,3,True
106131,2020-01,2025-03,63,63,0,False
106132,2020-01,2025-03,63,63,0,False
106133,2020-10,2025-03,54,54,0,False
106134,2020-07,2025-03,57,57,0,False
106135,2020-04,2025-03,60,60,0,False
106136,2020-07,2025-03,57,57,0,False
106137,2020-10,2025-03,54,54,0,False
106138,2020-04,2025-03,54,60,6,True
106139,2021-04,2025-03,45,48,3,True
106140,2020-07,2025-03,51,57,6,True
106142,2021-01,2024-12,48,48,0,False
106143,2021-01,2025-03,51,51,0,False
106144,2021-01,2025-03,48,51,3,True
106145,2021-04,2025-03,48,48,0,False
106146,2021-10,2025-03,42,42,0,False
106147,2021-10,2025-03,42,42,0,False
106148,2021-10,2025-03,42,42,0,False
106149,2022-04,2025-03,36,36,0,False
106150,2023-07,2025-03,21,21,0,False
106151,2024-01,2025-03,15,15,0,False
106152,2024-01,2025-03,15,15,0,False
106153,2024-01,2025-03,15,15,0,False
106155,2024-04,2025-03,12,12,0,False
106156,2025-01,2025-03,3,3,0,False
10A436,2017-01,2018-12,24,24,0,False
115002,2017-01,2025-03,96,99,3,True
115004,2017-01,2025-03,99,99,0,False
115005,2017-01,2025-03,99,99,0,False
115012,2017-01,2025-03,99,99,0,False
115020,2017-01,2025-03,96,99,3,True
115022,2017-07,2025-03,90,93,3,True
115025,2017-01,2025-03,99,99,0,False
115039,2017-01,2025-03,99,99,0,False
115040,2017-01,2025-03,96,99,3,True
115044,2017-01,2025-03,99,99,0,False
115045,2017-01,2025-03,99,99,0,False
115090,2017-01,2025-03,99,99,0,False
115099,2017-01,2025-03,96,99,3,True
115104,2017-01,2025-03,99,99,0,False
115106,2017-01,2025-03,99,99,0,False
115110,2017-01,2025-03,99,99,0,False
115115,2017-01,2025-03,99,99,0,False
115120,2017-01,2025-03,99,99,0,False
115124,2017-01,2025-03,99,99,0,False
115129,2017-10,2025-03,87,90,3,True
115132,2017-01,2025-03,99,99,0,False
115138,2017-01,2025-03,99,99,0,False
115144,2017-01,2025-03,93,99,6,True
115145,2017-01,2025-03,93,99,6,True
115146,2017-01,2025-03,96,99,3,True
115147,2017-01,2025-03,81,99,18,True
115150,2017-07,2021-12,51,54,3,True
115206,2017-01,2025-03,99,99,0,False
115246,2017-01,2025-03,96,99,3,True
115258,2017-01,2025-03,99,99,0,False
115262,2017-01,2025-03,93,99,6,True
115264,2017-01,2025-03,99,99,0,False
115265,2017-01,2025-03,96,99,3,True
115266,2017-01,2025-03,96,99,3,True
115270,2017-01,2025-03,96,99,3,True
115271,2018-01,2025-03,84,87,3,True
115272,2017-04,2025-03,96,96,0,False
115273,2017-01,2025-03,96,99,3,True
115275,2017-01,2025-03,93,99,6,True
115276,2017-01,2025-03,96,99,3,True
115277,2017-01,2025-03,99,99,0,False
115279,2017-01,2025-03,99,99,0,False
115280,2017-01,2025-03,99,99,0,False
115283,2017-01,2025-03,96,99,3,True
115287,2017-01,2025-03,99,99,0,False
115288,2017-01,2025-03,96,99,3,True
115289,2017-01,2025-03,99,99,0,False
115290,2017-01,2025-03,96,99,3,True
115291,2017-01,2025-03,99,99,0,False
115293,2017-01,2025-03,90,99,9,True
115294,2017-01,2025-03,99,99,0,False
115295,2017-01,2025-03,99,99,0,False
115296,2017-01,2025-03,96,99,3,True
115298,2017-01,2025-03,96,99,3,True
115304,2017-01,2025-03,93,99,6,True
115308,2017-01,2025-03,90,99,9,True
115313,2017-01,2025-03,96,99,3,True
115314,2017-01,2025-03,96,99,3,True
115319,2017-01,2025-03,99,99,0,False
115321,2017-01,2025-03,99,99,0,False
115322,2017-01,2025-03,99,99,0,False
115324,2017-01,2025-03,99,99,0,False
115325,2017-01,2025-03,96,99,3,True
115326,2017-01,2025-03,96,99,3,True
115327,2018-01,2025-03,81,87,6,True
115329,2017-07,2025-03,90,93,3,True
115330,2017-07,2025-03,90,93,3,True
115334,2017-01,2025-03,93,99,6,True
115336,2017-04,2025-03,96,96,0,False
115338,2017-01,2025-03,99,99,0,False
115339,2017-01,2025-03,96,99,3,True
115340,2017-01,2025-03,99,99,0,False
115341,2017-01,2025-03,99,99,0,False
115343,2017-01,2025-03,93,99,6,True
115345,2017-01,2025-03,96,99,3,True
115346,2017-01,2025-03,99,99,0,False
115347,2017-01,2025-03,99,99,0,False
115348,2017-01,2025-03,99,99,0,False
115350,2017-01,2025-03,96,99,3,True
115351,2017-01,2025-03,93,99,6,True
115353,2017-01,2025-03,99,99,0,False
115354,2017-01,2025-03,99,99,0,False
115356,2017-01,2025-03,96,99,3,True
115357,2017-01,2023-03,75,75,0,False
115358,2017-01,2025-03,99,99,0,False
115360,2017-01,2025-03,81,99,18,True
115361,2017-01,2025-03,99,99,0,False
115362,2017-01,2025-03,93,99,6,True
115363,2017-01,2025-03,99,99,0,False
115364,2017-01,2025-03,99,99,0,False
115365,2017-01,2025-03,96,99,3,True
115368,2017-01,2025-03,99,99,0,False
115369,2017-01,2025-03,99,99,0,False
115373,2017-01,2025-03,96,99,3,True
115374,2017-01,2022-09,69,69,0,False
115375,2017-01,2025-03,99,99,0,False
115376,2017-01,2025-03,99,99,0,False
115377,2017-01,2025-03,96,99,3,True
115379,2017-01,2025-03,96,99,3,True
115381,2017-01,2025-03,99,99,0,False
115382,2017-01,2025-03,99,99,0,False
115384,2017-01,2025-03,96,99,3,True
115385,2017-01,2025-03,93,99,6,True
115387,2017-01,2025-03,99,99,0,False
115391,2017-01,2025-03,96,99,3,True
115393,2017-01,2025-03,96,99,3,True
115394,2017-01,2025-03,96,99,3,True
115395,2017-01,2025-03,99,99,0,False
115396,2017-01,2025-03,99,99,0,False
115397,2017-01,2025-03,99,99,0,False
115401,2017-01,2025-03,96,99,3,True
115403,2017-01,2025-03,99,99,0,False
115404,2017-01,2025-03,99,99,0,False
115406,2017-01,2025-03,96,99,3,True
115409,2017-01,2025-03,93,99,6,True
115410,2017-01,2025-03,96,99,3,True
115411,2017-01,2025-03,99,99,0,False
115412,2017-01,2025-03,99,99,0,False
115414,2017-04,2025-03,87,96,9,True
115418,2017-01,2025-03,96,99,3,True
115419,2017-01,2025-03,96,99,3,True
115421,2017-01,2025-03,99,99,0,False
115422,2017-01,2025-03,99,99,0,False
115423,2017-01,2025-03,99,99,0,False
115424,2017-01,2025-03,99,99,0,False
115427,2017-01,2025-03,99,99,0,False
115428,2017-01,2025-03,99,99,0,False
115429,2017-01,2025-03,99,99,0,False
115430,2017-01,2025-03,99,99,0,False
115431,2017-01,2025-03,99,99,0,False
115435,2017-01,2025-03,99,99,0,False
115436,2017-01,2025-03,99,99,0,False
115443,2017-01,2025-03,99,99,0,False
115447,2017-01,2025-03,99,99,0,False
115449,2017-04,2025-03,93,96,3,True
115452,2017-01,2025-03,96,99,3,True
115455,2017-01,2025-03,96,99,3,True
115457,2017-01,2025-03,99,99,0,False
115460,2017-01,2025-03,99,99,0,False
115461,2017-01,2025-03,96,99,3,True
115463,2017-01,2025-03,87,99,12,True
115466,2017-01,2025-03,99,99,0,False
115467,2017-01,2025-03,99,99,0,False
115468,2017-01,2025-03,93,99,6,True
115469,2017-01,2025-03,87,99,12,True
115471,2017-01,2025-03,96,99,3,True
115473,2017-01,2025-03,99,99,0,False
115474,2017-01,2025-03,96,99,3,True
115477,2017-01,2025-03,99,99,0,False
115478,2017-01,2025-03,93,99,6,True
115479,2017-01,2025-03,99,99,0,False
115480,2017-01,2025-03,96,99,3,True
115481,2017-01,2025-03,99,99,0,False
115482,2017-01,2025-03,93,99,6,True
115483,2017-01,2025-03,99,99,0,False
115484,2017-01,2025-03,99,99,0,False
115487,2017-01,2025-03,99,99,0,False
115488,2017-01,2025-03,99,99,0,False
115490,2017-01,2025-03,99,99,0,False
115491,2017-01,2025-03,96,99,3,True
115492,2017-01,2025-03,99,99,0,False
115494,2017-01,2025-03,99,99,0,False
115495,2017-01,2025-03,99,99,0,False
115496,2017-01,2024-12,96,96,0,False
115498,2017-01,2025-03,99,99,0,False
115501,2017-01,2025-03,99,99,0,False
115502,2017-01,2025-03,96,99,3,True
115503,2017-01,2025-03,99,99,0,False
115504,2017-01,2025-03,96,99,3,True
115505,2017-01,2025-03,96,99,3,True
115506,2017-01,2025-03,96,99,3,True
115507,2017-01,2025-03,99,99,0,False
115508,2017-01,2025-03,96,99,3,True
115509,2017-01,2025-03,96,99,3,True
115512,2017-01,2025-03,96,99,3,True
115513,2017-01,2025-03,99,99,0,False
115515,2017-04,2025-03,93,96,3,True
115516,2017-01,2025-03,96,99,3,True
115520,2017-01,2025-03,99,99,0,False
115521,2017-01,2025-03,90,99,9,True
115522,2017-01,2025-03,99,99,0,False
115523,2017-01,2025-03,99,99,0,False
115524,2017-04,2025-03,90,96,6,True
115525,2017-10,2025-03,66,90,24,True
115528,2017-01,2025-03,99,99,0,False
115529,2017-01,2025-03,96,99,3,True
115531,2017-01,2025-03,93,99,6,True
115532,2017-01,2025-03,99,99,0,False
115533,2017-01,2025-03,96,99,3,True
115534,2017-01,2025-03,99,99,0,False
115535,2017-01,2025-03,96,99,3,True
115536,2017-04,2025-03,96,96,0,False
115537,2017-01,2025-03,93,99,6,True
115538,2017-01,2025-03,96,99,3,True
115539,2017-01,2025-03,99,99,0,False
115540,2017-01,2025-03,99,99,0,False
115541,2017-01,2025-03,99,99,0,False
115542,2017-07,2025-03,81,93,12,True
115543,2017-01,2025-03,99,99,0,False
115544,2017-01,2025-03,99,99,0,False
115545,2017-01,2025-03,96,99,3,True
115546,2017-01,2021-06,54,54,0,False
115547,2017-01,2025-03,93,99,6,True
115550,2017-01,2025-03,99,99,0,False
115551,2017-01,2025-03,99,99,0,False
115552,2017-01,2025-03,99,99,0,False
115553,2017-01,2025-03,93,99,6,True
115554,2017-01,2025-03,99,99,0,False
115555,2017-01,2025-03,96,99,3,True
115556,2017-01,2025-03,96,99,3,True
115558,2017-01,2025-03,99,99,0,False
115559,2017-01,2025-03,99,99,0,False
115560,2017-01,2025-03,99,99,0,False
115561,2017-01,2025-03,99,99,0,False
115562,2017-01,2025-03,96,99,3,True
115563,2017-01,2025-03,87,99,12,True
115564,2017-01,2023-06,78,78,0,False
115565,2017-01,2025-03,96,99,3,True
115566,2017-01,2025-03,99,99,0,False
115568,2017-01,2025-03,93,99,6,True
115569,2017-01,2025-03,90,99,9,True
115570,2017-01,2025-03,99,99,0,False
115571,2017-01,2025-03,93,99,6,True
115573,2017-01,2025-03,96,99,3,True
115575,2017-01,2025-03,99,99,0,False
115576,2017-01,2025-03,99,99,0,False
115577,2017-01,2025-03,99,99,0,False
115578,2017-01,2025-03,99,99,0,False
115579,2017-01,2024-09,93,93,0,False
115580,2017-01,2025-03,96,99,3,True
115582,2017-01,2025-03,99,99,0,False
115584,2017-01,2025-03,99,99,0,False
115585,2017-01,2025-03,96,99,3,True
115586,2017-01,2025-03,96,99,3,True
115587,2017-01,2025-03,93,99,6,True
115588,2017-01,2025-03,96,99,3,True
115592,2017-01,2025-03,99,99,0,False
115593,2017-01,2025-03,99,99,0,False
115595,2017-01,2025-03,99,99,0,False
115596,2017-01,2025-03,96,99,3,True
115597,2017-01,2025-03,99,99,0,False
115598,2017-01,2025-03,99,99,0,False
115599,2017-01,2025-03,99,99,0,False
115600,2017-01,2025-03,96,99,3,True
115601,2017-01,2025-03,87,99,12,True
115603,2017-01,2025-03,99,99,0,False
115604,2017-01,2025-03,99,99,0,False
115605,2017-01,2025-03,99,99,0,False
115606,2017-04,2025-03,72,96,24,True
115607,2017-01,2025-03,93,99,6,True
115608,2017-01,2025-03,96,99,3,True
115610,2017-01,2025-03,96,99,3,True
115611,2017-01,2025-03,99,99,0,False
115612,2017-01,2025-03,99,99,0,False
115613,2017-01,2025-03,99,99,0,False
115614,2017-01,2025-03,99,99,0,False
115615,2017-01,2025-03,99,99,0,False
115616,2017-01,2025-03,93,99,6,True
115617,2017-01,2025-03,96,99,3,True
115618,2017-01,2025-03,99,99,0,False
115619,2017-01,2024-12,96,96,0,False
115621,2017-01,2025-03,96,99,3,True
115622,2017-01,2025-03,96,99,3,True
115624,2017-01,2025-03,99,99,0,False
115625,2017-01,2025-03,99,99,0,False
115626,2018-07,2025-03,81,81,0,False
115627,2017-01,2025-03,99,99,0,False
115628,2017-01,2025-03,96,99,3,True
115629,2017-01,2025-03,96,99,3,True
115630,2017-10,2025-03,84,90,6,True
115631,2017-01,2025-03,96,99,3,True
115633,2017-01,2025-03,96,99,3,True
115635,2017-01,2025-03,99,99,0,False
115636,2017-01,2025-03,96,99,3,True
115638,2017-01,2025-03,99,99,0,False
115640,2017-01,2020-06,42,42,0,False
115641,2017-01,2025-03,99,99,0,False
115642,2017-01,2025-03,99,99,0,False
115643,2017-01,2025-03,99,99,0,False
115644,2017-01,2025-03,99,99,0,False
115645,2017-01,2022-06,66,66,0,False
115647,2017-01,2025-03,96,99,3,True
115649,2017-07,2025-03,87,93,6,True
115651,2017-01,2025-03,99,99,0,False
115652,2017-01,2025-03,99,99,0,False
115654,2017-01,2025-03,99,99,0,False
115655,2017-01,2025-03,93,99,6,True
115656,2017-04,2025-03,93,96,3,True
115657,2017-01,2025-03,96,99,3,True
115658,2017-01,2025-03,93,99,6,True
115659,2017-01,2025-03,99,99,0,False
115660,2017-01,2025-03,99,99,0,False
115663,2017-01,2025-03,99,99,0,False
115665,2017-01,2025-03,99,99,0,False
115667,2017-01,2025-03,99,99,0,False
115668,2017-01,2025-03,96,99,3,True
115670,2018-01,2025-03,87,87,0,False
115671,2017-01,2025-03,99,99,0,False
115672,2017-01,2025-03,96,99,3,True
115673,2017-01,2025-03,96,99,3,True
115674,2017-01,2025-03,84,99,15,True
115675,2017-01,2025-03,96,99,3,True
115676,2017-01,2025-03,99,99,0,False
115677,2017-01,2025-03,96,99,3,True
115679,2017-01,2025-03,99,99,0,False
115680,2017-01,2025-03,90,99,9,True
115681,2017-01,2025-03,96,99,3,True
115682,2017-01,2025-03,99,99,0,False
115683,2017-01,2025-03,96,99,3,True
115684,2017-01,2025-03,96,99,3,True
115685,2017-01,2025-03,93,99,6,True
115686,2017-01,2025-03,96,99,3,True
115687,2017-01,2025-03,99,99,0,False
115688,2017-01,2025-03,96,99,3,True
115689,2017-01,2025-03,99,99,0,False
115690,2017-01,2025-03,90,99,9,True
115691,2017-01,2025-03,72,99,27,True
115692,2017-01,2025-03,99,99,0,False
115693,2017-01,2019-06,30,30,0,False
115694,2017-10,2025-03,69,90,21,True
115695,2017-01,2025-03,99,99,0,False
115696,2017-01,2025-03,99,99,0,False
115697,2017-01,2025-03,99,99,0,False
115700,2017-01,2025-03,96,99,3,True
115701,2017-01,2025-03,96,99,3,True
115702,2017-01,2025-03,93,99,6,True
115703,2017-01,2025-03,99,99,0,False
115704,2017-01,2025-03,96,99,3,True
115705,2017-01,2025-03,96,99,3,True
115706,2017-01,2025-03,99,99,0,False
115707,2017-01,2025-03,93,99,6,True
115708,2017-01,2025-03,99,99,0,False
115709,2017-01,2025-03,99,99,0,False
115710,2017-01,2025-03,99,99,0,False
115711,2017-01,2024-12,96,96,0,False
115712,2017-01,2025-03,93,99,6,True
115713,2017-01,2025-03,93,99,6,True
115714,2017-01,2025-03,99,99,0,False
115715,2017-01,2025-03,93,99,6,True
115716,2017-01,2025-03,93,99,6,True
115717,2017-01,2025-03,99,99,0,False
115718,2017-01,2024-06,87,90,3,True
115719,2017-01,2025-03,96,99,3,True
