cms_certification_number,from_group,to_group,from_start,from_end,to_start,to_end,from_level,to_level,turnover_pct,overlap_pct,method,bucket_code,bucket_label,surname_keep_pct,surname_override,inconclusive,is_chow
396071,3,4,2020-05-01,2020-05-01,2022-11-09,2022-11-09,indirect,indirect,100.0,0.0,0,1,90–100,50.0,False,False,True
396073,1,2,2007-09-18,2007-09-18,2012-07-31,2012-07-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396073,2,3,2012-07-31,2012-07-31,2012-10-01,2012-10-01,indirect,direct,100.0,0.0,0,1,90–100,5.9,False,False,False
396073,3,4,2012-10-01,2012-10-01,2017-09-15,2017-09-15,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
396073,4,5,2017-09-15,2017-09-15,2017-09-18,2017-09-18,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396073,5,6,2017-09-18,2017-09-18,2021-01-01,2021-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396075,1,2,2017-04-01,2017-04-01,2024-05-01,2024-05-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396077,1,2,2007-08-17,2007-08-17,2007-12-21,2007-12-21,indirect,indirect,100.0,0.0,0,1,90–100,50.0,False,False,False
396077,2,3,2007-12-21,2007-12-21,2011-04-07,2011-04-07,indirect,indirect,100.0,0.0,0,1,90–100,16.7,False,False,False
396077,3,4,2011-04-07,2011-04-07,2011-12-31,2011-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396077,4,5,2011-12-31,2011-12-31,2016-10-31,2016-10-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396077,5,6,2016-10-31,2016-10-31,2018-07-26,2018-07-26,indirect,indirect,100.0,0.0,0,1,90–100,33.3,False,False,True
396077,6,7,2018-07-26,2018-07-26,2023-02-10,2023-02-10,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,True
396078,1,2,2019-07-01,2019-07-01,2020-10-26,2020-10-26,indirect,indirect,87.5,12.5,0,2,80–90,12.5,False,False,True
396078,2,3,2020-10-26,2020-10-26,2021-08-20,2021-08-20,indirect,indirect,100.0,0.0,0,1,90–100,12.5,False,False,True
396078,3,4,2021-08-20,2021-08-20,2021-11-01,2021-11-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396080,1,2,2014-12-18,2014-12-18,2017-12-18,2017-12-18,indirect,indirect,90.0,10.0,0,1,90–100,40.0,False,False,True
396080,2,3,2017-12-18,2017-12-18,2018-02-01,2018-02-01,indirect,indirect,100.0,0.0,0,1,90–100,16.7,False,False,True
396082,1,2,2005-09-20,2005-09-20,2009-10-20,2009-10-20,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
396082,2,3,2009-10-20,2009-10-20,2020-10-01,2020-10-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396082,3,4,2020-10-01,2020-10-01,2024-06-17,2024-06-17,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396083,1,2,2002-07-01,2002-07-01,2013-01-01,2013-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396085,1,2,2001-04-06,2001-04-06,2001-04-16,2001-04-16,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
396085,2,3,2001-04-16,2001-04-16,2016-12-19,2016-12-19,direct,direct,60.2,39.8,0,4,60–70,100.0,True,False,False
396088,1,2,2003-02-14,2003-02-14,2003-08-01,2003-08-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396088,2,3,2003-08-01,2003-08-01,2017-04-07,2017-04-07,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
396089,1,2,2009-10-26,2009-10-26,2022-09-01,2022-09-01,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
396093,1,2,2010-01-01,2010-01-01,2012-03-01,2012-03-01,direct,indirect,100.0,0.0,0,1,90–100,90.0,True,False,False
396093,2,3,2012-03-01,2012-03-01,2014-01-01,2014-01-01,indirect,indirect,100.0,0.0,0,1,90–100,90.0,True,False,False
396093,3,4,2014-01-01,2014-01-01,2018-12-17,2018-12-17,indirect,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
396093,4,5,2018-12-17,2018-12-17,2019-01-01,2019-01-01,direct,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
396093,5,6,2019-01-01,2019-01-01,2022-02-15,2022-02-15,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
396095,1,2,2007-10-01,2007-10-01,2010-01-01,2011-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396095,2,3,2010-01-01,2011-01-01,2011-02-16,2011-02-16,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396095,3,4,2011-02-16,2011-02-16,2011-07-19,2011-07-19,indirect,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
396095,4,5,2011-07-19,2011-07-19,2014-01-01,2014-01-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396095,5,6,2014-01-01,2014-01-01,2019-01-01,2019-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396095,6,7,2019-01-01,2019-01-01,2019-03-01,2019-09-30,indirect,indirect,66.7,33.3,0,4,60–70,50.0,False,False,True
396095,7,8,2019-03-01,2019-09-30,2020-09-30,2020-09-30,indirect,indirect,100.0,0.0,0,1,90–100,16.7,False,False,True
396095,8,9,2020-09-30,2020-09-30,2020-12-31,2020-12-31,indirect,indirect,100.0,0.0,0,1,90–100,50.0,False,False,True
396095,9,10,2020-12-31,2020-12-31,2023-01-01,2023-01-01,indirect,indirect,50.0,50.0,0,5,50–60,100.0,True,False,False
396095,10,11,2023-01-01,2023-01-01,2023-12-31,2023-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396096,1,2,1999-08-30,1999-08-30,2005-06-24,2005-06-24,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396102,1,2,2014-05-28,2014-05-28,2018-11-16,2018-11-16,indirect,indirect,100.0,0.0,0,1,90–100,16.7,False,False,True
396106,1,2,1981-10-14,1981-10-14,1982-01-01,1982-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396106,2,3,1982-01-01,1982-01-01,1997-06-06,1997-06-06,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396106,3,4,1997-06-06,1997-06-06,1997-11-01,1997-11-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396107,1,2,2006-10-20,2007-04-17,2021-01-14,2021-01-14,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
396114,1,2,2010-01-01,2011-01-01,2011-02-16,2011-02-16,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396114,2,3,2011-02-16,2011-02-16,2011-07-19,2011-07-19,indirect,indirect,100.0,0.0,0,1,90–100,99.9,True,False,False
396114,3,4,2011-07-19,2011-07-19,2014-01-01,2014-01-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396114,4,5,2014-01-01,2014-01-01,2019-01-01,2019-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396114,5,6,2019-01-01,2019-01-01,2019-03-01,2019-03-01,indirect,indirect,71.4,28.6,0,3,70–80,57.1,False,False,True
396114,6,7,2019-03-01,2019-03-01,2019-09-30,2019-09-30,indirect,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
396114,7,8,2019-09-30,2019-09-30,2020-09-30,2020-09-30,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396114,8,9,2020-09-30,2020-09-30,2020-12-31,2020-12-31,indirect,indirect,100.0,0.0,0,1,90–100,50.0,False,False,True
396114,9,10,2020-12-31,2020-12-31,2023-01-01,2023-01-01,indirect,indirect,50.0,50.0,0,5,50–60,100.0,True,False,False
396114,10,11,2023-01-01,2023-01-01,2023-12-31,2023-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396115,1,2,2011-05-04,2011-05-04,2019-11-15,2019-11-15,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396117,1,2,2015-03-16,2016-12-05,2020-05-01,2020-05-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396119,1,2,2006-06-20,2006-06-20,2006-11-01,2006-11-01,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
396122,1,2,2008-04-23,2008-04-23,2008-09-17,2008-09-17,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396122,2,3,2008-09-17,2008-09-17,2010-03-12,2010-03-12,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396123,1,2,2006-10-23,2009-07-23,2021-01-14,2021-01-14,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
396126,1,2,2007-09-07,2007-09-07,2011-12-31,2011-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396126,2,3,2011-12-31,2011-12-31,2012-12-01,2012-12-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396126,3,4,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,75.0,25.0,0,3,70–80,25.0,False,False,False
396129,1,2,2012-01-01,2012-01-01,2018-05-13,2018-05-13,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
396130,1,2,2011-07-01,2011-07-01,2016-01-01,2016-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
396130,2,3,2016-01-01,2016-01-01,2019-01-01,2019-01-01,indirect,indirect,50.0,50.0,0,5,50–60,50.0,False,False,True
396130,3,4,2019-01-01,2019-01-01,2019-03-01,2019-09-30,indirect,indirect,66.7,33.3,0,4,60–70,50.0,False,False,True
396130,4,5,2019-03-01,2019-09-30,2020-09-30,2020-09-30,indirect,indirect,100.0,0.0,0,1,90–100,16.7,False,False,True
396130,5,6,2020-09-30,2020-09-30,2020-12-31,2020-12-31,indirect,indirect,100.0,0.0,0,1,90–100,50.0,False,False,True
396130,6,7,2020-12-31,2020-12-31,2023-01-01,2023-01-01,indirect,indirect,50.0,50.0,0,5,50–60,100.0,True,False,False
396130,7,8,2023-01-01,2023-01-01,2023-12-31,2023-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396131,1,2,2013-03-12,2013-03-12,2013-05-31,2013-05-31,indirect,indirect,80.0,20.0,0,2,80–90,60.0,False,False,False
396134,1,2,2014-04-01,2014-04-01,2015-11-17,2015-11-17,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396135,1,2,1989-01-01,1989-01-01,2014-06-01,2014-06-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
396137,1,2,2000-01-18,2000-01-18,2011-09-30,2011-09-30,partnership,partnership,100.0,0.0,0,1,90–100,0.0,False,False,False
396137,2,3,2011-09-30,2011-09-30,2014-10-16,2014-10-16,partnership,direct,100.0,0.0,0,1,90–100,16.7,False,False,False
396137,3,4,2014-10-16,2014-10-16,2015-02-01,2015-02-01,direct,direct,100.0,0.0,0,1,90–100,16.7,False,False,False
396137,4,5,2015-02-01,2015-02-01,2021-12-30,2021-12-30,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396137,5,6,2021-12-30,2021-12-30,2021-12-31,2021-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396138,1,2,2014-12-19,2014-12-19,2022-09-01,2022-09-01,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
396141,1,2,2015-11-11,2015-11-11,2016-10-11,2016-10-11,direct,direct,100.0,0.0,0,1,90–100,90.5,True,False,False
396143,1,2,2018-01-01,2018-01-01,2024-05-01,2024-05-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
396144,1,2,2017-01-18,2017-01-18,2021-05-31,2021-05-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
396144,2,3,2021-05-31,2021-05-31,2022-11-14,2022-11-14,indirect,indirect,100.0,0.0,0,1,90–100,27.3,False,False,True
396148,1,2,2020-12-29,2020-12-29,2023-03-28,2023-03-28,direct,indirect,71.4,28.6,0,3,70–80,28.6,False,False,True
396150,1,2,2023-01-01,2023-01-01,2023-07-01,2023-07-01,indirect,indirect,100.0,0.0,0,1,90–100,83.3,True,False,False
405025,1,2,1977-03-11,1977-03-11,2005-06-17,2005-06-17,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
405029,1,2,1996-10-23,1996-10-23,2001-10-12,2001-10-12,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
405029,2,3,2001-10-12,2001-10-12,2025-03-10,2025-03-10,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
405030,1,2,2000-12-20,2000-12-20,2001-01-01,2001-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
405031,1,2,1978-09-07,1978-09-07,2005-12-20,2005-12-20,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415008,1,2,2007-04-20,2007-04-20,2012-12-01,2012-12-01,indirect,indirect,100.0,0.0,0,1,90–100,32.7,False,False,False
415008,2,3,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,92.3,7.7,0,1,90–100,7.7,False,False,False
415008,3,4,2015-02-02,2015-02-02,2021-10-01,2021-10-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415008,4,5,2021-10-01,2021-10-01,2024-04-01,2024-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415009,1,2,2011-04-01,2011-04-01,2011-12-31,2011-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415009,2,3,2011-12-31,2011-12-31,2012-12-01,2012-12-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415009,3,4,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415009,4,5,2015-02-02,2015-02-02,2016-01-01,2016-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415009,5,6,2016-01-01,2016-01-01,2021-10-01,2021-10-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415009,6,7,2021-10-01,2021-10-01,2024-04-01,2024-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415012,1,2,1994-01-01,1994-01-01,2001-08-24,2001-08-24,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415014,1,2,2006-03-31,2006-03-31,2007-11-28,2007-11-28,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415020,1,2,2011-04-01,2011-04-01,2011-12-31,2011-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415020,2,3,2011-12-31,2011-12-31,2015-02-02,2015-02-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415020,3,4,2015-02-02,2015-02-02,2016-01-01,2016-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415020,4,5,2016-01-01,2016-01-01,2021-10-01,2021-10-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415020,5,6,2021-10-01,2021-10-01,2024-04-01,2024-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415023,1,2,2013-11-17,2013-11-17,2015-10-31,2015-10-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415023,2,3,2015-10-31,2015-10-31,2021-07-27,2021-07-27,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415027,1,2,2016-02-03,2016-02-03,2017-07-01,2017-07-01,indirect,direct,100.0,0.0,0,1,90–100,33.3,False,False,True
415027,2,3,2017-07-01,2017-07-01,2021-12-31,2021-12-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415029,1,2,1969-09-01,1969-09-01,2020-08-12,2021-09-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415031,1,2,2012-04-16,2013-05-01,2020-01-14,2020-01-14,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415031,2,3,2020-01-14,2020-01-14,2020-05-21,2020-05-21,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415031,3,4,2020-05-21,2020-05-21,2020-11-02,2020-11-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415031,4,5,2020-11-02,2020-11-02,2020-11-03,2020-11-03,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415031,5,6,2020-11-03,2020-11-03,2020-11-04,2020-11-04,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415031,6,7,2020-11-04,2020-11-04,2021-04-01,2021-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415033,1,2,2014-05-01,2014-05-01,2015-09-24,2020-10-09,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415034,1,2,2011-04-01,2011-04-01,2011-12-31,2011-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415034,2,3,2011-12-31,2011-12-31,2015-02-02,2015-02-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415034,3,4,2015-02-02,2015-02-02,2016-01-01,2016-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415034,4,5,2016-01-01,2016-01-01,2016-02-02,2016-02-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415034,5,6,2016-02-02,2016-02-02,2021-10-01,2021-10-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415034,6,7,2021-10-01,2021-10-01,2024-04-02,2024-04-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415035,1,2,1975-01-01,1975-01-01,1978-06-01,1978-06-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415035,2,3,1978-06-01,1978-06-01,2006-01-01,2006-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415035,3,4,2006-01-01,2006-01-01,2021-03-08,2021-03-08,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415035,4,5,2021-03-08,2021-03-08,2021-12-31,2021-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415038,1,2,2016-02-09,2016-02-09,2021-01-01,2021-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415039,1,2,2012-06-01,2012-06-01,2022-11-01,2022-11-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415041,1,2,1975-09-01,1975-09-01,2020-08-12,2020-08-12,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415042,1,2,2011-09-01,2011-09-01,2018-07-01,2020-12-15,indirect,indirect,65.0,35.0,0,4,60–70,35.0,False,False,True
415044,1,2,1979-01-01,1995-10-15,2012-07-01,2012-07-01,direct,partnership,100.0,0.0,0,1,90–100,0.0,False,False,False
415044,2,3,2012-07-01,2012-07-01,2023-02-07,2023-02-07,partnership,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415045,1,2,1966-01-01,1966-01-01,1991-01-23,1991-01-23,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415045,2,3,1991-01-23,1991-01-23,1997-12-03,1997-12-03,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415045,3,4,1997-12-03,1997-12-03,1998-12-23,1998-12-23,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415045,4,5,1998-12-23,1998-12-23,2019-02-28,2019-02-28,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415050,1,2,2020-01-14,2020-01-14,2020-05-21,2020-05-21,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415050,2,3,2020-05-21,2020-05-21,2020-11-04,2020-11-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415050,3,4,2020-11-04,2020-11-04,2020-11-09,2020-11-09,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415052,1,2,1977-09-01,1977-09-01,1977-09-09,1977-09-09,partnership,direct,55.6,44.4,0,5,50–60,55.5,False,False,False
415052,2,3,1977-09-09,1977-09-09,1986-01-01,1986-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415052,3,4,1986-01-01,1986-01-01,2004-08-11,2004-08-11,direct,partnership,100.0,0.0,0,1,90–100,0.0,False,False,False
415052,4,5,2004-08-11,2004-08-11,2004-08-18,2004-08-18,partnership,partnership,100.0,0.0,0,1,90–100,0.0,False,False,False
415052,5,6,2004-08-18,2004-08-18,2016-02-01,2016-02-01,partnership,partnership,100.0,0.0,0,1,90–100,0.0,False,False,False
415052,6,7,2016-02-01,2016-02-01,2017-01-01,2017-01-01,partnership,partnership,100.0,0.0,0,1,90–100,100.0,True,False,False
415052,7,8,2017-01-01,2017-01-01,2017-02-01,2017-02-01,partnership,partnership,100.0,0.0,0,1,90–100,0.0,False,False,True
415052,8,9,2017-02-01,2017-02-01,2018-01-01,2018-01-01,partnership,partnership,100.0,0.0,0,1,90–100,0.0,False,False,True
415059,1,2,2013-09-30,2013-09-30,2018-07-01,2020-07-01,direct,direct,78.1,21.9,0,3,70–80,21.9,False,False,True
415060,1,2,1964-03-01,1964-03-01,1966-01-01,1966-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415060,2,3,1966-01-01,1966-01-01,2020-10-21,2020-10-21,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415061,1,2,2003-02-01,2003-02-01,2021-07-27,2021-07-27,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415062,1,2,1978-11-01,1978-11-01,2022-11-01,2022-11-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415064,1,2,2008-06-13,2008-06-13,2012-12-01,2012-12-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415064,2,3,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,100.0,0.0,0,1,90–100,6.7,False,False,False
415064,3,4,2015-02-02,2015-02-02,2015-06-01,2015-06-01,indirect,direct,100.0,0.0,0,1,90–100,6.7,False,False,False
415064,4,5,2015-06-01,2015-06-01,2017-02-01,2017-02-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415064,5,6,2017-02-01,2017-02-01,2018-05-01,2018-05-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415064,6,7,2018-05-01,2018-05-01,2019-11-15,2019-11-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415064,7,8,2019-11-15,2019-11-15,2023-08-15,2023-08-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415067,1,2,2007-09-01,2007-09-01,2017-07-17,2017-07-17,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415067,2,3,2017-07-17,2017-07-17,2017-10-04,2017-10-04,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415067,3,4,2017-10-04,2017-10-04,2017-10-05,2017-10-05,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415067,4,5,2017-10-05,2017-10-05,2017-10-10,2017-10-10,indirect,indirect,100.0,0.0,0,1,90–100,33.3,False,False,True
415068,1,2,2012-01-01,2012-01-01,2015-02-02,2015-02-02,indirect,indirect,90.9,9.1,0,1,90–100,27.3,False,False,False
415068,2,3,2015-02-02,2015-02-02,2020-04-01,2020-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415068,3,4,2020-04-01,2020-04-01,2024-04-02,2024-04-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415070,1,2,1978-11-01,1978-11-01,1979-11-01,1979-11-01,direct,direct,50.0,50.0,0,5,50–60,50.0,False,False,False
415070,2,3,1979-11-01,1979-11-01,2009-09-16,2009-09-16,direct,direct,76.0,24.0,0,3,70–80,24.0,False,False,False
415071,1,2,2015-07-06,2015-07-06,2015-12-06,2015-12-06,indirect,indirect,87.6,12.4,0,2,80–90,12.4,False,False,False
415071,2,3,2015-12-06,2015-12-06,2019-12-06,2019-12-06,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415071,3,4,2019-12-06,2019-12-06,2021-12-20,2021-12-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
415075,1,2,1983-11-30,1983-11-30,2015-10-01,2015-10-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415078,1,2,2008-08-14,2008-08-14,2012-12-01,2012-12-01,direct,indirect,100.0,0.0,0,1,90–100,35.5,False,False,False
415078,2,3,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,92.9,7.1,0,1,90–100,7.1,False,False,False
415078,3,4,2015-02-02,2015-02-02,2022-04-01,2022-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415078,4,5,2022-04-01,2022-04-01,2024-04-01,2024-06-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415079,1,2,2011-04-01,2011-04-01,2014-05-19,2014-05-19,direct,direct,100.0,0.0,0,1,90–100,33.3,False,False,False
415081,1,2,1985-03-08,1985-03-08,2003-10-01,2003-10-01,partnership,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415081,2,3,2003-10-01,2003-10-01,2022-11-01,2022-11-01,direct,indirect,100.0,0.0,0,1,90–100,28.6,False,False,True
415082,1,2,1972-11-03,1972-11-03,2022-11-01,2022-11-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415084,1,2,2014-06-01,2014-06-01,2016-12-22,2016-12-22,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415084,2,3,2016-12-22,2016-12-22,2020-10-12,2020-10-12,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415084,3,4,2020-10-12,2020-10-12,2021-12-31,2021-12-31,indirect,indirect,100.0,0.0,0,1,90–100,62.5,False,False,True
415085,1,2,2006-07-01,2006-07-01,2015-01-23,2015-01-23,direct,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
415086,1,2,1998-08-24,1998-08-24,2011-05-31,2011-05-31,partnership,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415087,1,2,2012-01-01,2012-01-01,2012-02-02,2012-02-02,indirect,indirect,100.0,0.0,0,1,90–100,33.2,False,False,False
415087,2,3,2012-02-02,2012-02-02,2015-02-02,2015-02-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
415087,3,4,2015-02-02,2015-02-02,2021-04-01,2021-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415087,4,5,2021-04-01,2021-04-01,2023-05-01,2023-05-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415087,5,6,2023-05-01,2023-05-01,2024-04-01,2024-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
415097,1,2,1989-05-22,1989-05-22,2007-12-28,2007-12-28,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415098,1,2,1994-02-01,1994-02-01,1997-01-01,1997-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415099,1,2,2007-09-25,2007-09-25,2010-05-20,2010-05-20,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415099,2,3,2010-05-20,2010-05-20,2010-06-09,2010-06-09,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
415099,3,4,2010-06-09,2010-06-09,2019-04-01,2019-04-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
