cms_certification_number,from_group,to_group,from_start,from_end,to_start,to_end,from_level,to_level,turnover_pct,overlap_pct,method,bucket_code,bucket_label,surname_keep_pct,surname_override,inconclusive,is_chow
035268,2,3,2005-02-01,2005-02-01,2021-01-01,2021-01-02,direct,indirect,100.0,0.0,0,1,90–100,33.3,False,False,True
035268,3,4,2021-01-01,2021-01-02,2023-07-01,2023-07-01,indirect,indirect,100.0,0.0,0,1,90–100,85.7,True,False,False
035268,4,5,2023-07-01,2023-07-01,2024-01-01,2024-01-01,indirect,indirect,80.0,20.0,0,2,80–90,100.0,True,False,False
035270,1,2,2007-11-13,2007-11-13,2018-11-01,2018-11-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035270,2,3,2018-11-01,2018-11-01,2019-04-01,2019-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035270,3,4,2019-04-01,2019-04-01,2023-09-01,2024-04-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035272,1,2,1996-07-23,1996-07-23,2007-10-01,2007-10-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035272,2,3,2007-10-01,2007-10-01,2007-10-19,2007-10-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035272,3,4,2007-10-19,2007-10-19,2010-10-15,2010-10-15,indirect,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
035274,1,2,2000-11-22,2000-11-22,2002-11-06,2002-11-06,indirect,indirect,50.0,50.0,0,5,50–60,50.0,False,False,False
035274,2,3,2002-11-06,2002-11-06,2007-06-15,2007-06-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035274,3,4,2007-06-15,2007-06-15,2008-08-15,2008-08-15,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035274,4,5,2008-08-15,2008-08-15,2009-06-18,2009-06-18,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035274,5,6,2009-06-18,2009-06-18,2016-11-17,2016-11-17,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035274,6,7,2016-11-17,2016-11-17,2019-03-08,2019-03-08,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035275,1,2,2001-02-02,2001-02-02,2001-02-20,2001-02-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035275,2,3,2001-02-20,2001-02-20,2008-07-23,2008-07-23,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035275,3,4,2008-07-23,2008-07-23,2009-01-20,2009-01-20,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035275,4,5,2009-01-20,2009-01-20,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035275,5,6,2019-09-01,2019-09-01,2021-01-01,2021-01-02,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035275,6,7,2021-01-01,2021-01-02,2023-07-01,2023-07-01,indirect,indirect,83.3,16.7,0,2,80–90,83.3,True,False,False
035275,7,8,2023-07-01,2023-07-01,2024-01-01,2024-01-01,indirect,indirect,60.0,40.0,0,4,60–70,99.9,True,False,False
035276,1,2,2008-06-26,2008-06-26,2010-02-01,2010-02-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035276,2,3,2010-02-01,2010-02-01,2010-08-10,2010-08-10,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
035277,1,2,2015-02-01,2015-02-01,2015-03-01,2015-03-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035279,1,2,2010-07-28,2010-07-28,2021-12-28,2021-12-28,indirect,indirect,87.5,12.5,0,2,80–90,12.5,False,False,True
035279,2,3,2021-12-28,2021-12-28,2024-11-20,2024-11-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035280,1,2,2011-05-01,2011-05-01,2011-06-01,2011-06-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035280,2,3,2011-06-01,2011-06-01,2011-07-12,2011-07-12,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035280,3,4,2011-07-12,2011-07-12,2022-01-01,2022-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
035281,1,2,2005-08-12,2005-08-12,2006-07-01,2006-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035281,2,3,2006-07-01,2006-07-01,2011-03-01,2011-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035282,1,2,2011-09-19,2011-09-19,2022-01-01,2022-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
035283,1,2,2011-09-19,2011-09-19,2022-01-01,2022-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
035285,1,2,2012-05-01,2012-05-01,2012-10-31,2012-10-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035285,2,3,2012-10-31,2012-10-31,2013-01-11,2013-01-11,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035285,3,4,2013-01-11,2013-01-11,2015-12-31,2015-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035285,4,5,2015-12-31,2015-12-31,2024-04-10,2024-04-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035286,1,2,2010-11-24,2010-11-24,2012-02-10,2012-02-10,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035286,2,3,2012-02-10,2012-02-10,2015-01-01,2015-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035286,3,4,2015-01-01,2015-01-01,2022-01-01,2022-01-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
035287,1,2,2005-04-16,2005-04-16,2013-09-13,2013-09-13,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035287,2,3,2013-09-13,2013-09-13,2014-08-05,2014-08-05,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035287,3,4,2014-08-05,2014-08-05,2018-11-16,2018-11-16,indirect,indirect,50.0,50.0,0,5,50–60,50.0,False,False,True
035287,4,5,2018-11-16,2018-11-16,2023-12-01,2023-12-01,indirect,indirect,50.0,50.0,0,5,50–60,75.0,False,False,True
035290,1,2,1998-02-26,1998-02-26,1998-03-27,1998-03-27,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035290,2,3,1998-03-27,1998-03-27,2017-07-07,2017-07-07,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035290,3,4,2017-07-07,2017-07-07,2023-08-01,2023-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035292,1,2,2012-04-17,2012-04-17,2014-10-02,2014-10-02,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
035292,2,3,2014-10-02,2014-10-02,2015-09-01,2015-09-01,direct,indirect,100.0,0.0,0,1,90–100,20.0,False,False,False
035292,3,4,2015-09-01,2015-09-01,2016-11-30,2016-11-30,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
035292,4,5,2016-11-30,2016-11-30,2019-05-01,2019-05-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
035292,5,6,2019-05-01,2019-05-01,2022-07-01,2022-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
035292,6,7,2022-07-01,2022-07-01,2023-01-01,2023-01-01,direct,direct,96.3,3.7,0,1,90–100,3.7,False,False,True
035293,1,2,2016-11-01,2016-11-01,2018-06-01,2018-06-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035296,1,2,2017-06-08,2017-06-08,2020-02-14,2020-02-14,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
035296,2,3,2020-02-14,2020-02-14,2024-01-01,2024-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
035297,1,2,2019-06-07,2019-06-07,2019-08-01,2019-08-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045070,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045070,2,3,2015-11-04,2015-11-04,2015-11-05,2015-11-05,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045070,3,4,2015-11-05,2015-11-05,2020-12-14,2020-12-14,direct,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045070,4,5,2020-12-14,2020-12-14,2022-01-01,2022-01-01,indirect,indirect,57.1,42.9,0,5,50–60,57.1,False,False,True
045098,1,2,2016-07-01,2016-07-01,2019-01-23,2019-01-23,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045098,2,3,2019-01-23,2019-01-23,2021-04-05,2021-04-05,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045134,1,2,2015-12-01,2015-12-01,2019-11-20,2019-11-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045135,1,2,2015-12-01,2015-12-01,2019-11-20,2019-11-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045138,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045138,2,3,2015-11-04,2015-11-04,2015-11-06,2015-11-06,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045138,3,4,2015-11-06,2015-11-06,2020-12-14,2020-12-14,direct,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045138,4,5,2020-12-14,2020-12-14,2022-01-01,2022-01-01,indirect,indirect,71.4,28.6,0,3,70–80,42.9,False,False,True
045139,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045139,2,3,2015-11-04,2015-11-04,2015-11-05,2015-11-05,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045140,1,2,2015-12-01,2015-12-01,2019-11-20,2019-11-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045142,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045142,2,3,2015-11-04,2015-11-04,2022-03-31,2022-03-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045144,1,2,2007-10-26,2007-10-26,2012-12-01,2012-12-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045144,2,3,2012-12-01,2012-12-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
045144,3,4,2016-12-31,2016-12-31,2018-01-01,2018-01-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045146,1,2,2016-04-01,2016-04-01,2019-01-23,2019-01-23,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045146,2,3,2019-01-23,2019-01-23,2021-04-05,2023-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045147,1,2,2010-09-01,2010-09-01,2020-07-01,2020-07-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045147,2,3,2020-07-01,2020-07-01,2022-01-01,2022-01-01,indirect,indirect,71.4,28.6,0,3,70–80,42.9,False,False,True
045149,1,2,2010-09-01,2010-09-01,2020-07-01,2020-07-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045151,1,2,2015-06-10,2015-06-10,2019-01-01,2019-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045151,2,3,2019-01-01,2019-01-01,2022-01-01,2022-01-01,indirect,indirect,66.7,33.3,0,4,60–70,33.3,False,False,True
045153,1,2,2005-09-14,2005-09-14,2006-04-14,2006-04-14,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045153,2,3,2006-04-14,2006-04-14,2024-05-01,2024-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045155,1,2,2015-06-10,2015-06-10,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045155,2,3,2019-09-01,2019-09-01,2022-01-01,2022-01-01,indirect,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045157,1,2,2010-09-01,2010-09-01,2020-07-01,2020-07-01,direct,indirect,66.7,33.3,0,4,60–70,33.3,False,False,True
045157,2,3,2020-07-01,2020-07-01,2022-01-01,2022-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045158,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045158,2,3,2015-11-04,2015-11-04,2019-07-01,2019-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045158,3,4,2019-07-01,2019-07-01,2022-03-31,2022-03-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045163,1,2,2014-02-12,2014-02-12,2014-04-01,2014-04-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
045167,1,2,2003-12-31,2003-12-31,2006-12-31,2006-12-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045168,1,2,2013-03-12,2013-03-12,2013-05-01,2013-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045168,2,3,2013-05-01,2013-05-01,2024-12-12,2024-12-12,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045170,1,2,2011-08-01,2011-08-01,2019-03-01,2019-03-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045170,2,3,2019-03-01,2019-03-01,2022-01-01,2022-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045176,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045176,2,3,2015-11-04,2015-11-04,2015-11-06,2015-11-06,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045176,3,4,2015-11-06,2015-11-06,2022-07-01,2022-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045180,1,2,2015-12-01,2015-12-01,2019-11-20,2019-11-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045182,1,2,2008-03-21,2008-03-21,2020-12-30,2020-12-30,direct,partnership,75.0,25.0,0,3,70–80,25.0,False,False,True
045182,2,3,2020-12-30,2020-12-30,2020-12-31,2020-12-31,partnership,indirect,75.0,25.0,0,3,70–80,25.0,False,False,True
045182,3,4,2020-12-31,2020-12-31,2022-01-01,2022-01-01,indirect,indirect,100.0,0.0,0,1,90–100,25.0,False,False,True
045184,1,2,2010-09-01,2010-09-01,2020-07-01,2020-07-01,direct,indirect,71.4,28.6,0,3,70–80,28.6,False,False,True
045184,2,3,2020-07-01,2020-07-01,2021-06-30,2021-06-30,indirect,direct,100.0,0.0,0,1,90–100,14.3,False,False,True
045184,3,4,2021-06-30,2021-06-30,2024-08-01,2024-08-01,direct,indirect,100.0,0.0,0,1,90–100,25.0,False,False,True
045187,1,2,2019-08-01,2019-08-01,2022-01-01,2022-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045189,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045189,2,3,2015-11-04,2015-11-04,2022-03-31,2022-03-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045190,1,2,2015-11-01,2015-11-01,2015-11-03,2015-11-03,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
045190,2,3,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045190,3,4,2015-11-04,2015-11-04,2022-08-01,2022-08-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045190,4,5,2022-08-01,2022-08-01,2022-08-31,2022-08-31,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045190,5,6,2022-08-31,2022-08-31,2023-08-31,2023-08-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045191,1,2,1992-03-27,1992-03-27,2019-01-01,2019-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045192,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045192,2,3,2015-11-04,2015-11-04,2022-03-31,2022-03-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045194,1,2,2007-01-01,2007-01-01,2008-01-01,2008-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045194,2,3,2008-01-01,2008-01-01,2008-08-08,2008-08-08,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045194,3,4,2008-08-08,2008-08-08,2012-12-01,2012-12-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045194,4,5,2012-12-01,2012-12-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
045194,5,6,2016-12-31,2016-12-31,2018-01-01,2018-01-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045194,6,7,2018-01-01,2018-01-01,2019-06-30,2019-06-30,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045194,7,8,2019-06-30,2019-06-30,2022-01-01,2022-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045195,1,2,2015-12-01,2015-12-01,2019-11-20,2019-11-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045197,1,2,2015-11-03,2015-11-03,2015-11-04,2015-11-04,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045197,2,3,2015-11-04,2015-11-04,2022-03-31,2022-03-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045199,1,2,2010-09-01,2010-09-01,2020-07-01,2020-07-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045199,2,3,2020-07-01,2020-07-01,2022-01-01,2022-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045202,1,2,2014-09-23,2014-09-23,2014-11-01,2014-11-01,direct,partnership,76.0,24.0,0,3,70–80,24.0,False,False,False
045202,2,3,2014-11-01,2014-11-01,2014-11-12,2024-12-12,partnership,partnership,100.0,0.0,0,1,90–100,0.0,False,False,False
045203,1,2,2015-12-01,2015-12-01,2019-11-20,2019-11-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045207,1,2,2015-06-10,2015-06-10,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045207,2,3,2019-09-01,2019-09-01,2022-01-01,2022-01-01,indirect,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045208,1,2,2014-09-23,2014-09-23,2014-09-24,2014-09-24,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045208,2,3,2014-09-24,2014-09-24,2014-11-01,2014-11-01,direct,partnership,66.7,33.3,0,4,60–70,33.3,False,False,False
045208,3,4,2014-11-01,2014-11-01,2024-12-12,2024-12-12,partnership,direct,50.7,49.3,0,5,50–60,49.3,False,False,True
045211,1,2,2002-01-29,2002-01-29,2023-03-31,2023-03-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045212,1,2,2016-04-01,2016-04-01,2019-01-23,2019-01-23,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045212,2,3,2019-01-23,2019-01-23,2021-04-05,2023-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045216,1,2,2002-07-01,2002-07-01,2022-01-14,2022-01-14,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045216,2,3,2022-01-14,2022-01-14,2022-05-16,2022-05-16,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045216,3,4,2022-05-16,2022-05-16,2022-08-15,2022-08-15,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045217,1,2,2015-11-20,2015-11-20,2016-02-01,2016-02-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045217,2,3,2016-02-01,2016-02-01,2021-01-01,2021-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045220,1,2,2003-12-31,2003-12-31,2006-12-31,2006-12-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045221,1,2,2009-08-15,2009-08-15,2009-09-01,2009-09-01,direct,indirect,50.0,50.0,0,5,50–60,50.0,False,False,False
045228,1,2,2005-10-01,2005-10-01,2008-08-08,2008-08-08,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045228,2,3,2008-08-08,2008-08-08,2012-12-01,2012-12-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045228,3,4,2012-12-01,2012-12-01,2016-12-31,2016-12-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
045228,4,5,2016-12-31,2016-12-31,2018-11-01,2018-11-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045232,1,2,2016-04-01,2016-04-01,2019-01-23,2019-01-23,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045232,2,3,2019-01-23,2019-01-23,2021-04-05,2023-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045236,1,2,2015-06-10,2015-06-10,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045236,2,3,2019-09-01,2019-09-01,2022-01-01,2022-01-01,indirect,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045239,1,2,2010-09-01,2010-09-01,2020-07-01,2020-07-01,direct,indirect,71.4,28.6,0,3,70–80,28.6,False,False,True
045239,2,3,2020-07-01,2020-07-01,2022-01-01,2022-01-01,indirect,indirect,57.1,42.9,0,5,50–60,57.1,False,False,True
045242,1,2,2015-04-01,2015-04-01,2018-07-01,2018-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045242,2,3,2018-07-01,2018-07-01,2023-04-01,2023-04-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045243,1,2,2015-06-10,2015-06-10,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045243,2,3,2019-09-01,2019-09-01,2022-01-01,2022-01-01,indirect,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045245,1,2,2015-06-10,2015-06-10,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045245,2,3,2019-09-01,2019-09-01,2022-01-01,2022-01-01,indirect,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045246,1,2,2004-11-09,2004-11-09,2005-01-01,2005-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045248,1,2,2013-12-03,2013-12-03,2014-04-01,2014-04-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
045250,1,2,1994-12-01,1994-12-01,2019-01-01,2019-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045254,1,2,2012-11-13,2012-11-13,2022-06-01,2022-06-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045256,1,2,2015-06-10,2015-06-10,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045256,2,3,2019-09-01,2019-09-01,2022-01-01,2022-01-01,indirect,indirect,85.7,14.3,0,2,80–90,14.3,False,False,True
045259,1,2,2016-04-01,2016-04-01,2019-01-23,2019-01-23,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045259,2,3,2019-01-23,2019-01-23,2021-04-05,2023-01-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045267,1,2,2003-12-31,2003-12-31,2006-12-31,2006-12-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
045268,1,2,2007-10-13,2007-10-13,2023-01-16,2023-01-16,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
045269,1,2,2016-04-01,2016-04-01,2020-06-15,2020-06-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045269,2,3,2020-06-15,2020-06-15,2022-06-01,2022-06-01,indirect,indirect,90.9,9.1,0,1,90–100,9.1,False,False,True
045270,1,2,2015-06-10,2015-06-10,2019-09-01,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045270,2,3,2019-09-01,2019-09-01,2022-01-01,2022-01-01,indirect,indirect,71.4,28.6,0,3,70–80,28.6,False,False,True
045271,1,2,2010-01-22,2010-01-22,2018-04-09,2018-04-09,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
045271,2,3,2018-04-09,2018-04-09,2018-08-01,2018-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
