cms_certification_number,num_chows,first_seen_month,present_at_start,entered_after_start,bucket_0_count,bucket_1_count,bucket_2_count,bucket_3_count,bucket_4_count,bucket_5_count,bucket_6_count,chow_date_1,chow_magnitude_1,chow_method_1,chow_inconcl_1,chow_date_2,chow_magnitude_2,chow_method_2,chow_inconcl_2,chow_date_3,chow_magnitude_3,chow_method_3,chow_inconcl_3,chow_date_4,chow_magnitude_4,chow_method_4,chow_inconcl_4,chow_date_5,chow_magnitude_5,chow_method_5,chow_inconcl_5,chow_date_6,chow_magnitude_6,chow_method_6,chow_inconcl_6,chow_date_7,chow_magnitude_7,chow_method_7,chow_inconcl_7,chow_date_8,chow_magnitude_8,chow_method_8,chow_inconcl_8,chow_date_9,chow_magnitude_9,chow_method_9,chow_inconcl_9
515180,2,2013-10-31,True,False,0,3,0,0,0,0,0,2021-09-01,100.0,0.0,False,2023-04-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515181,1,2011-10-31,True,False,0,1,0,0,0,0,0,2023-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515182,2,2011-04-30,True,False,0,4,0,0,0,0,0,2019-04-01,100.0,0.0,False,2024-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515183,1,2011-04-30,True,False,0,3,0,0,0,0,0,2019-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515184,2,2012-01-31,True,False,0,1,0,0,0,1,0,2023-11-01,100.0,0.0,False,2024-04-01,58.6,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515185,4,2015-11-30,True,False,0,4,0,0,0,0,0,2017-04-01,100.0,0.0,False,2017-12-01,100.0,0.0,False,2021-09-01,100.0,0.0,False,2023-04-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
515186,2,1987-11-30,True,False,0,3,0,0,0,0,0,2023-09-27,100.0,0.0,False,2023-09-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515187,0,1981-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515188,1,2009-07-31,True,False,0,1,0,0,0,0,0,2022-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515189,2,2015-07-31,True,False,0,3,0,0,0,0,0,2018-12-17,100.0,0.0,False,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515190,0,2014-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515191,1,2007-07-31,True,False,0,1,0,0,0,0,0,2022-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515192,2,2014-07-31,True,False,0,2,0,0,0,0,0,2021-09-01,100.0,0.0,False,2023-04-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515194,2,2015-11-30,True,False,0,2,0,0,0,0,0,2021-09-01,100.0,0.0,False,2023-04-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515195,2,2020-07-31,False,True,0,2,0,0,0,0,0,2021-01-01,95.0,0.0,False,2023-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515196,0,2021-06-30,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515197,0,2021-06-30,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515199,0,2022-11-30,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525009,1,2007-02-28,True,False,0,6,0,0,0,0,0,2018-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525019,0,2008-02-29,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525061,1,2015-04-30,True,False,0,1,0,0,0,0,0,2023-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525064,1,1989-02-28,True,False,0,1,0,0,0,0,0,2023-01-16,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525072,0,2003-06-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525074,1,2004-07-31,True,False,0,1,0,0,0,0,0,2021-09-13,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525098,3,2012-12-31,True,False,0,3,0,0,0,0,0,2017-11-14,100.0,0.0,False,2017-12-15,100.0,0.0,False,2023-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
525108,0,2004-09-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525114,0,2010-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525125,0,2014-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525132,0,1976-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525165,1,1973-12-31,True,False,0,1,0,0,0,0,0,2024-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525179,2,2007-08-31,True,False,0,6,0,0,0,0,0,2018-11-01,100.0,0.0,False,2024-07-09,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525209,2,1976-08-31,True,False,0,4,0,0,0,0,0,2019-03-15,100.0,0.0,False,2019-12-09,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525212,1,2006-09-30,True,False,0,2,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525219,1,2007-12-31,True,False,0,4,0,0,0,0,0,2018-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525232,2,2007-12-31,True,False,0,6,0,0,0,0,0,2018-11-01,100.0,0.0,False,2024-07-09,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525242,0,2017-08-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525262,1,2005-12-31,True,False,0,6,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525264,2,2007-08-31,True,False,0,5,0,0,0,0,0,2018-07-26,100.0,0.0,False,2020-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525266,0,2006-09-30,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525270,1,2015-07-31,True,False,0,1,0,0,0,0,0,2017-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525271,0,2010-07-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525273,2,2015-07-31,True,False,0,2,0,0,0,0,0,2019-01-01,100.0,0.0,False,2022-06-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525274,1,2007-12-31,True,False,0,5,0,0,0,0,0,2018-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525279,0,1987-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525281,2,2014-06-30,True,False,0,2,0,0,0,0,0,2018-02-01,100.0,0.0,False,2018-02-03,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525282,1,2015-07-31,True,False,0,1,0,0,0,0,0,2017-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525290,0,1948-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525292,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525299,1,2004-08-31,True,False,0,1,0,0,0,0,0,2017-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525304,1,2004-12-31,True,False,0,4,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525306,0,2007-03-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525307,1,2004-08-31,True,False,0,4,0,0,0,0,0,2018-12-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525309,0,2006-03-31,True,False,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525313,1,2015-07-31,True,False,0,1,0,0,0,0,0,2017-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525314,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525315,0,2015-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525316,0,2011-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525317,0,2000-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525318,2,2014-06-30,True,False,0,2,0,0,0,0,0,2017-07-01,100.0,0.0,False,2018-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525319,1,2009-12-31,True,False,0,1,0,0,0,0,0,2018-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525321,1,2006-03-31,True,False,0,4,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525324,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525325,1,2012-05-31,True,False,0,1,0,0,0,0,0,2023-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525326,0,1954-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525328,0,2005-12-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525329,0,2006-03-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525330,1,2014-07-31,True,False,0,1,0,0,0,0,0,2023-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525332,0,2005-12-31,True,False,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525333,1,2005-12-31,True,False,0,5,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525334,0,2006-03-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525335,0,2015-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525336,0,2014-12-31,True,False,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525337,0,1983-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525338,2,2005-12-31,True,False,0,6,0,0,0,0,0,2019-10-01,100.0,0.0,False,2024-04-18,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525339,0,2015-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525342,1,1986-08-31,True,False,0,2,0,0,0,0,0,2017-04-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525343,1,2003-12-31,True,False,0,2,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525346,1,2014-12-31,True,False,0,1,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525348,0,2011-05-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525350,1,2003-06-30,True,False,0,3,0,0,0,0,0,2021-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525351,1,2006-01-31,True,False,0,3,1,0,0,0,0,2018-06-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525352,1,2014-12-31,True,False,0,3,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525353,1,2004-12-31,True,False,0,2,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525354,1,2014-12-31,True,False,0,3,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525355,0,1983-07-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525357,1,2014-12-31,True,False,0,1,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525358,1,1986-08-31,True,False,0,2,0,0,0,0,0,2017-04-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525359,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525360,0,2003-06-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525362,0,2006-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525363,1,2001-02-28,True,False,0,1,0,0,0,0,0,2019-06-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525364,0,2003-06-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525365,0,1978-03-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525367,0,2013-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525369,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525370,0,2005-12-31,True,False,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525371,1,2007-03-31,True,False,0,3,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525372,0,2011-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525373,0,2010-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525374,0,1975-02-28,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525375,0,1966-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525379,1,2005-10-31,True,False,0,1,0,0,0,0,0,2024-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525380,3,2008-03-31,True,False,0,3,0,0,0,0,0,2017-11-14,100.0,0.0,False,2017-12-15,100.0,0.0,False,2023-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
525385,0,1990-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525386,2,2004-07-31,True,False,0,3,0,0,0,0,0,2017-11-08,100.0,0.0,False,2019-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525387,1,2003-07-31,True,False,0,1,0,0,0,0,0,2024-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525389,2,2014-06-30,True,False,0,3,0,0,0,0,0,2018-02-01,100.0,0.0,False,2018-02-03,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525390,0,1973-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525391,1,1986-09-30,True,False,0,2,0,0,0,0,0,2017-04-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525396,0,2001-09-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525397,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-03-01,100.0,0.0,False,2023-09-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525398,0,2003-08-31,True,False,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525402,0,2010-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525403,0,1966-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525405,4,2014-06-30,True,False,0,4,0,0,0,1,0,2018-02-01,100.0,0.0,False,2018-02-02,50.0,0.0,False,2018-02-03,100.0,0.0,False,2022-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
525406,1,2004-08-31,True,False,0,3,0,0,0,0,0,2018-12-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525407,0,2016-02-29,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525408,2,1999-02-28,True,False,0,2,0,0,0,0,0,2020-07-01,100.0,0.0,False,2024-04-16,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525409,0,2010-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525410,2,2014-06-30,True,False,0,3,0,0,0,0,0,2018-02-01,100.0,0.0,False,2018-02-03,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525411,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525412,1,2003-12-31,True,False,0,4,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525413,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525414,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525415,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525416,0,2013-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525417,0,2014-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525418,1,2017-12-31,False,True,0,1,0,0,0,0,0,2018-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525419,0,1989-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525420,0,2016-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525421,0,2023-01-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525422,1,1989-02-28,True,False,0,1,0,0,0,0,0,2023-01-16,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525424,4,2000-07-31,True,False,0,4,1,1,0,0,0,2017-03-06,100.0,0.0,False,2018-12-31,72.7,0.0,False,2020-01-01,83.3,0.0,False,2020-12-17,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
525425,2,1991-05-31,True,False,0,2,0,0,0,0,0,2018-12-06,100.0,0.0,False,2019-02-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525426,0,1976-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525427,2,2014-06-30,True,False,0,2,0,0,0,0,0,2018-02-01,100.0,0.0,False,2018-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525428,0,1987-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525429,1,2004-05-31,True,False,0,1,0,0,0,0,0,2017-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525430,0,2011-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525431,0,2010-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525432,0,2010-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525433,0,2010-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525434,1,1986-09-30,True,False,0,2,0,0,0,0,0,2017-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525435,1,2006-03-31,True,False,0,5,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525438,0,1966-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525440,0,2010-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525441,1,2006-02-28,True,False,0,3,1,0,0,0,0,2018-06-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525442,1,2007-10-31,True,False,0,3,0,0,0,0,0,2021-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525445,0,2014-01-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525449,1,2016-03-31,True,False,0,1,0,0,0,0,0,2019-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525451,0,1988-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525452,1,1982-10-31,True,False,0,2,0,0,0,0,0,2017-04-26,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525454,2,2015-07-31,True,False,0,2,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525456,1,1986-09-30,True,False,0,2,0,0,0,0,0,2017-04-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525457,0,1993-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525458,1,2011-10-31,True,False,0,1,0,0,0,0,0,2021-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525459,1,2009-03-31,True,False,0,2,0,0,0,0,0,2017-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525461,0,2003-08-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525462,1,1971-05-31,True,False,0,3,0,0,0,0,0,2022-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525463,0,1998-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525466,0,1970-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525467,0,2011-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525468,0,2011-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525472,0,2010-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525475,3,2015-07-31,True,False,0,3,0,0,0,0,0,2017-06-29,100.0,0.0,False,2017-07-24,100.0,0.0,False,2017-08-29,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
525476,0,1988-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525477,1,2006-03-31,True,False,0,3,0,0,0,0,0,2017-04-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525479,1,2015-01-31,True,False,0,1,0,0,0,0,0,2024-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525481,0,2016-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525482,2,2014-06-30,True,False,0,2,0,0,0,0,0,2017-07-01,100.0,0.0,False,2018-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525483,1,2003-12-31,True,False,0,3,0,0,0,0,0,2019-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525484,1,2014-07-31,True,False,0,1,0,0,0,0,0,2020-03-30,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525486,0,1993-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525488,1,2016-03-31,True,False,0,1,0,0,0,0,0,2019-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525489,0,2012-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525490,4,2000-07-31,True,False,0,3,2,0,1,0,0,2017-03-06,80.4,0.0,False,2018-12-31,61.3,0.0,False,2020-01-01,83.3,0.0,False,2020-12-17,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
