cms_certification_number,num_chows,had_chow,chow_date_1,chow_date_2,chow_date_3,chow_date_4,chow_date_5,chow_date_6,chow_date_7,chow_date_8,chow_date_9,chow_date_10,chow_date_11,chow_date_12
055833,3,True,2017-03-06,2017-12-31,2019-02-21,,,,,,,,,
055845,3,True,2019-12-26,2020-07-23,2022-06-28,,,,,,,,,
055848,3,True,2017-09-01,2020-12-31,2023-06-30,,,,,,,,,
055850,3,True,2018-02-15,2019-02-06,2022-08-01,,,,,,,,,
055853,5,True,2017-01-15,2018-07-27,2021-11-05,2023-06-30,2024-04-15,,,,,,,
055854,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
055855,4,True,2019-09-24,2019-12-26,2022-06-14,2023-06-30,,,,,,,,
055856,3,True,2021-04-20,2021-04-21,2022-04-21,,,,,,,,,
055858,1,True,2021-05-01,,,,,,,,,,,
055861,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
055862,2,True,2020-03-11,2020-12-01,,,,,,,,,,
055869,2,True,2019-10-01,2022-02-01,,,,,,,,,,
055870,1,True,2017-01-20,,,,,,,,,,,
055871,3,True,2022-06-30,2023-06-30,2024-07-29,,,,,,,,,
055884,1,True,2022-06-01,,,,,,,,,,,
055885,2,True,2023-06-03,2023-06-30,,,,,,,,,,
055886,6,True,2017-01-15,2018-07-27,2019-10-01,2021-11-05,2023-06-30,2024-04-15,,,,,,
055887,1,True,2018-12-01,,,,,,,,,,,
055888,4,True,2017-01-15,2018-07-27,2021-11-05,2023-06-30,,,,,,,,
055894,3,True,2018-06-29,2022-11-08,2023-02-01,,,,,,,,,
055906,1,True,2017-01-20,,,,,,,,,,,
055917,1,True,2021-11-01,,,,,,,,,,,
055918,1,True,2022-08-16,,,,,,,,,,,
055919,1,True,2018-06-30,,,,,,,,,,,
055929,4,True,2017-01-15,2018-07-27,2021-11-05,2023-06-30,,,,,,,,
055935,2,True,2019-01-01,2023-04-17,,,,,,,,,,
055954,1,True,2023-06-30,,,,,,,,,,,
055956,2,True,2022-03-01,2023-06-01,,,,,,,,,,
055957,1,True,2018-02-01,,,,,,,,,,,
055960,1,True,2019-02-06,,,,,,,,,,,
055962,2,True,2023-06-30,2024-07-29,,,,,,,,,,
055963,1,True,2017-09-01,,,,,,,,,,,
055968,1,True,2021-04-08,,,,,,,,,,,
055977,5,True,2019-12-26,2020-07-23,2022-06-14,2023-06-30,2024-04-15,,,,,,,
055979,1,True,2023-03-01,,,,,,,,,,,
055983,3,True,2018-06-29,2022-11-08,2023-02-01,,,,,,,,,
055988,1,True,2023-03-01,,,,,,,,,,,
055991,1,True,2021-08-01,,,,,,,,,,,
055992,1,True,2017-06-01,,,,,,,,,,,
055995,2,True,2023-06-30,2024-11-11,,,,,,,,,,
055996,1,True,2021-04-09,,,,,,,,,,,
056007,3,True,2021-12-01,2022-01-01,2023-01-01,,,,,,,,,
056008,3,True,2021-12-01,2022-01-01,2023-01-01,,,,,,,,,
056021,3,True,2020-05-01,2020-12-31,2023-06-30,,,,,,,,,
056024,6,True,2017-01-15,2018-07-27,2018-08-15,2021-11-05,2023-06-30,2024-04-15,,,,,,
056035,2,True,2019-01-17,2023-04-01,,,,,,,,,,
056039,1,True,2023-06-15,,,,,,,,,,,
056040,3,True,2019-12-26,2022-06-14,2023-06-30,,,,,,,,,
056043,1,True,2023-06-30,,,,,,,,,,,
056052,2,True,2019-02-06,2023-06-15,,,,,,,,,,
056053,1,True,2021-05-01,,,,,,,,,,,
056056,2,True,2018-01-11,2024-06-01,,,,,,,,,,
056058,1,True,2019-02-06,,,,,,,,,,,
056065,4,True,2017-09-01,2020-12-31,2023-06-30,2024-04-15,,,,,,,,
056066,3,True,2019-04-01,2020-02-01,2024-06-01,,,,,,,,,
056069,3,True,2022-03-14,2022-05-01,2022-06-10,,,,,,,,,
056072,4,True,2018-08-01,2018-11-01,2019-06-25,2023-01-01,,,,,,,,
056073,6,True,2017-01-15,2018-07-27,2019-10-01,2021-11-05,2023-06-30,2024-04-15,,,,,,
056076,3,True,2019-04-01,2020-06-01,2024-06-01,,,,,,,,,
056077,1,True,2019-09-24,,,,,,,,,,,
056078,1,True,2023-03-01,,,,,,,,,,,
056080,1,True,2024-02-01,,,,,,,,,,,
056082,6,True,2017-01-15,2018-07-27,2019-10-01,2021-11-05,2023-06-30,2024-04-15,,,,,,
056090,1,True,2022-12-05,,,,,,,,,,,
056095,2,True,2020-02-01,2024-06-01,,,,,,,,,,
056098,2,True,2018-06-29,2023-02-01,,,,,,,,,,
056100,2,True,2021-04-09,2022-12-01,,,,,,,,,,
056101,1,True,2018-03-20,,,,,,,,,,,
056105,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
056107,2,True,2019-02-01,2020-03-01,,,,,,,,,,
056109,2,True,2018-06-29,2023-02-01,,,,,,,,,,
056113,2,True,2019-04-01,2024-06-01,,,,,,,,,,
056115,1,True,2022-01-01,,,,,,,,,,,
056118,2,True,2019-03-01,2019-05-01,,,,,,,,,,
056120,1,True,2021-01-01,,,,,,,,,,,
056121,1,True,2019-04-01,,,,,,,,,,,
056122,1,True,2019-07-01,,,,,,,,,,,
056124,3,True,2019-04-01,2021-02-11,2021-07-01,,,,,,,,,
056125,2,True,2018-06-29,2022-11-08,,,,,,,,,,
056127,2,True,2020-05-06,2023-06-30,,,,,,,,,,
056129,2,True,2020-05-06,2023-06-30,,,,,,,,,,
056132,1,True,2023-03-01,,,,,,,,,,,
056133,2,True,2020-05-06,2023-06-30,,,,,,,,,,
056137,2,True,2023-06-01,2023-06-05,,,,,,,,,,
056145,2,True,2021-12-01,2023-01-01,,,,,,,,,,
056148,1,True,2017-01-20,,,,,,,,,,,
056149,1,True,2023-06-30,,,,,,,,,,,
056151,1,True,2017-02-20,,,,,,,,,,,
056153,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
056157,1,True,2020-01-01,,,,,,,,,,,
056158,1,True,2019-03-20,,,,,,,,,,,
056159,2,True,2020-05-06,2023-06-30,,,,,,,,,,
056166,1,True,2023-06-01,,,,,,,,,,,
056169,1,True,2017-02-28,,,,,,,,,,,
056170,3,True,2019-04-01,2021-02-11,2021-07-01,,,,,,,,,
056176,1,True,2017-09-01,,,,,,,,,,,
056177,2,True,2017-08-01,2019-01-01,,,,,,,,,,
056180,2,True,2018-06-29,2022-11-08,,,,,,,,,,
056182,1,True,2019-01-24,,,,,,,,,,,
056183,1,True,2019-10-23,,,,,,,,,,,
056185,1,True,2022-08-16,,,,,,,,,,,
056190,1,True,2022-03-11,,,,,,,,,,,
056194,1,True,2023-06-30,,,,,,,,,,,
056203,4,True,2017-07-20,2023-05-01,2023-06-30,2024-04-15,,,,,,,,
056205,3,True,2018-06-29,2022-11-08,2023-02-01,,,,,,,,,
056206,2,True,2022-12-01,2023-01-01,,,,,,,,,,
056212,1,True,2017-07-01,,,,,,,,,,,
056213,2,True,2021-07-01,2021-08-01,,,,,,,,,,
056216,1,True,2022-12-05,,,,,,,,,,,
056225,4,True,2019-03-11,2020-12-31,2023-06-30,2024-04-15,,,,,,,,
056228,2,True,2023-05-11,2023-06-30,,,,,,,,,,
056229,1,True,2019-02-06,,,,,,,,,,,
056234,3,True,2022-03-23,2022-03-31,2023-05-01,,,,,,,,,
056237,2,True,2020-05-06,2023-06-30,,,,,,,,,,
056238,3,True,2022-06-30,2023-06-30,2024-07-29,,,,,,,,,
056243,6,True,2017-01-15,2018-07-27,2019-08-01,2021-11-05,2023-06-30,2024-04-15,,,,,,
056250,2,True,2020-05-06,2023-06-30,,,,,,,,,,
056253,1,True,2020-02-07,,,,,,,,,,,
056259,3,True,2017-06-15,2019-01-01,2023-04-17,,,,,,,,,
056260,1,True,2017-07-21,,,,,,,,,,,
056266,1,True,2019-06-01,,,,,,,,,,,
056267,1,True,2018-10-31,,,,,,,,,,,
056281,2,True,2021-04-09,2022-02-18,,,,,,,,,,
056288,4,True,2017-01-01,2020-12-31,2023-06-30,2024-04-15,,,,,,,,
056291,1,True,2023-06-30,,,,,,,,,,,
056294,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
056298,2,True,2022-08-01,2024-08-01,,,,,,,,,,
056301,1,True,2023-03-01,,,,,,,,,,,
056304,3,True,2019-04-01,2021-02-11,2021-08-01,,,,,,,,,
056315,2,True,2019-09-01,2023-06-30,,,,,,,,,,
056316,1,True,2019-09-18,,,,,,,,,,,
056317,2,True,2023-03-02,2023-06-07,,,,,,,,,,
056324,4,True,2017-01-04,2019-09-01,2022-06-30,2023-06-30,,,,,,,,
056325,1,True,2021-04-09,,,,,,,,,,,
056326,1,True,2023-06-30,,,,,,,,,,,
056327,1,True,2017-07-20,,,,,,,,,,,
056328,1,True,2017-11-09,,,,,,,,,,,
056330,6,True,2017-01-15,2018-07-27,2019-10-01,2021-11-05,2023-06-30,2024-04-15,,,,,,
056331,1,True,2019-04-01,,,,,,,,,,,
056334,5,True,2017-01-15,2018-07-27,2021-11-05,2023-06-30,2024-04-15,,,,,,,
056338,2,True,2021-04-09,2022-12-01,,,,,,,,,,
056346,1,True,2018-11-01,,,,,,,,,,,
056351,3,True,2018-06-29,2022-11-08,2023-02-01,,,,,,,,,
056360,1,True,2019-01-01,,,,,,,,,,,
056363,4,True,2018-08-01,2021-12-01,2022-01-01,2023-01-01,,,,,,,,
056365,1,True,2021-07-01,,,,,,,,,,,
056378,5,True,2019-12-26,2020-07-23,2022-08-01,2023-06-30,2024-04-15,,,,,,,
056379,1,True,2017-03-13,,,,,,,,,,,
056381,5,True,2017-09-18,2020-05-01,2020-12-31,2023-06-30,2024-04-15,,,,,,,
056388,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
056389,1,True,2019-02-06,,,,,,,,,,,
056391,1,True,2018-05-14,,,,,,,,,,,
056394,1,True,2021-04-08,,,,,,,,,,,
056399,1,True,2017-09-01,,,,,,,,,,,
056405,2,True,2017-10-01,2023-06-30,,,,,,,,,,
056410,5,True,2017-01-15,2018-07-27,2021-11-05,2023-06-30,2024-04-15,,,,,,,
056412,1,True,2023-06-30,,,,,,,,,,,
056413,1,True,2023-06-30,,,,,,,,,,,
056422,1,True,2019-02-06,,,,,,,,,,,
056423,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
056429,1,True,2023-06-30,,,,,,,,,,,
056430,2,True,2019-01-01,2023-04-17,,,,,,,,,,
056435,1,True,2023-04-01,,,,,,,,,,,
056437,6,True,2017-01-15,2018-07-27,2019-10-01,2021-11-05,2023-06-30,2024-04-15,,,,,,
056444,2,True,2021-12-01,2023-01-01,,,,,,,,,,
056447,2,True,2019-02-06,2019-12-09,,,,,,,,,,
056449,3,True,2020-12-31,2023-06-30,2024-04-15,,,,,,,,,
056451,1,True,2023-06-30,,,,,,,,,,,
056457,2,True,2020-08-18,2021-06-22,,,,,,,,,,
056463,1,True,2022-01-16,,,,,,,,,,,
056466,1,True,2025-06-10,,,,,,,,,,,
056475,3,True,2017-08-01,2018-05-26,2019-01-01,,,,,,,,,
056476,1,True,2023-06-30,,,,,,,,,,,
056477,1,True,2023-06-30,,,,,,,,,,,
056483,1,True,2022-02-21,,,,,,,,,,,
056485,6,True,2017-01-15,2018-07-27,2019-08-01,2021-11-05,2023-06-30,2024-04-15,,,,,,
056487,3,True,2019-04-01,2020-06-01,2024-03-01,,,,,,,,,
056495,1,True,2020-06-30,,,,,,,,,,,
065001,1,True,2017-12-01,,,,,,,,,,,
065009,1,True,2024-02-05,,,,,,,,,,,
065034,3,True,2023-02-01,2023-06-30,2024-04-15,,,,,,,,,
065052,3,True,2023-02-01,2023-06-30,2024-04-15,,,,,,,,,
065097,2,True,2022-09-19,2023-03-01,,,,,,,,,,
065108,1,True,2017-07-01,,,,,,,,,,,
065110,3,True,2017-02-01,2023-09-01,2024-04-15,,,,,,,,,
065113,1,True,2017-07-01,,,,,,,,,,,
065139,1,True,2019-01-01,,,,,,,,,,,
065146,2,True,2022-11-08,2023-03-01,,,,,,,,,,
065147,2,True,2023-09-01,2024-04-15,,,,,,,,,,
065153,2,True,2017-02-21,2022-09-01,,,,,,,,,,
065165,4,True,2019-01-11,2019-04-01,2021-08-01,2021-08-24,,,,,,,,
065166,2,True,2019-04-01,2021-10-01,,,,,,,,,,
065168,2,True,2019-04-01,2021-10-01,,,,,,,,,,
065169,3,True,2017-11-03,2018-03-01,2020-11-16,,,,,,,,,
065170,2,True,2019-04-01,2021-10-01,,,,,,,,,,
065172,4,True,2019-04-01,2021-10-01,2021-10-02,2022-07-01,,,,,,,,
065174,2,True,2019-04-01,2021-10-01,,,,,,,,,,
065175,3,True,2019-04-01,2021-10-01,2021-10-02,,,,,,,,,
065176,1,True,2019-09-30,,,,,,,,,,,
065179,1,True,2017-08-01,,,,,,,,,,,
065181,1,True,2017-03-28,,,,,,,,,,,
065188,2,True,2017-02-02,2022-04-05,,,,,,,,,,
065189,2,True,2018-01-01,2018-03-06,,,,,,,,,,
065191,3,True,2023-01-10,2023-06-30,2024-04-15,,,,,,,,,
065192,1,True,2023-08-01,,,,,,,,,,,
065193,3,True,2019-04-01,2021-10-01,2021-10-02,,,,,,,,,
065195,2,True,2019-04-01,2022-03-01,,,,,,,,,,
065196,2,True,2017-09-01,2022-08-25,,,,,,,,,,
065202,7,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,2020-12-31,2024-01-01,2024-03-22,,,,,
065203,5,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,2020-12-31,,,,,,,
065208,2,True,2019-04-01,2021-10-01,,,,,,,,,,
065212,3,True,2019-04-01,2021-10-01,2024-05-24,,,,,,,,,
065219,4,True,2019-04-01,2021-08-01,2021-08-24,2024-05-24,,,,,,,,
065221,6,True,2017-03-01,2019-01-11,2019-04-01,2021-08-01,2021-08-24,2022-08-11,,,,,,
065222,2,True,2019-04-01,2020-12-15,,,,,,,,,,
065225,2,True,2019-04-01,2021-10-01,,,,,,,,,,
065226,3,True,2019-04-01,2021-08-01,2021-08-02,,,,,,,,,
065227,1,True,2019-01-01,,,,,,,,,,,
065228,4,True,2019-04-01,2021-10-01,2021-10-02,2024-09-01,,,,,,,,
065229,4,True,2019-04-01,2021-10-01,2022-07-01,2024-05-24,,,,,,,,
065230,2,True,2019-04-01,2020-12-15,,,,,,,,,,
065232,3,True,2017-02-01,2023-09-01,2024-04-15,,,,,,,,,
065238,4,True,2018-04-01,2021-10-01,2023-11-03,2024-01-01,,,,,,,,
065240,1,True,2022-08-25,,,,,,,,,,,
065241,3,True,2018-07-26,2023-09-01,2024-04-15,,,,,,,,,
065242,3,True,2022-10-11,2023-06-30,2024-04-15,,,,,,,,,
065243,4,True,2019-04-01,2021-10-01,2021-10-02,2024-05-24,,,,,,,,
065247,8,True,2017-03-06,2017-11-01,2017-12-31,2018-12-31,2020-01-01,2020-12-31,2024-01-01,2024-03-22,,,,
065248,1,True,2023-12-18,,,,,,,,,,,
065249,7,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,2020-12-31,2024-01-01,2024-03-22,,,,,
065250,5,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,2020-12-31,,,,,,,
065253,5,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,2020-12-31,,,,,,,
065256,3,True,2022-10-11,2023-06-30,2024-04-15,,,,,,,,,
065257,2,True,2017-02-02,2022-04-05,,,,,,,,,,
065263,1,True,2019-04-01,,,,,,,,,,,
065265,2,True,2019-04-01,2021-04-01,,,,,,,,,,
065267,3,True,2018-07-26,2023-09-01,2024-04-15,,,,,,,,,
065271,1,True,2017-01-01,,,,,,,,,,,
065272,3,True,2022-10-11,2023-06-30,2024-04-15,,,,,,,,,
065273,3,True,2022-10-11,2023-06-30,2024-04-15,,,,,,,,,
065274,3,True,2022-10-11,2023-06-30,2024-04-15,,,,,,,,,
065278,3,True,2019-04-01,2021-08-01,2021-08-02,,,,,,,,,
065283,1,True,2020-03-01,,,,,,,,,,,
065285,1,True,2021-09-15,,,,,,,,,,,
065286,4,True,2018-11-01,2022-10-11,2023-06-30,2024-04-15,,,,,,,,
065290,2,True,2019-04-01,2021-10-01,,,,,,,,,,
065291,2,True,2019-01-01,2019-06-12,,,,,,,,,,
065292,1,True,2024-08-01,,,,,,,,,,,
065294,2,True,2019-01-01,2019-06-12,,,,,,,,,,
065297,1,True,2024-07-01,,,,,,,,,,,
065302,1,True,2020-03-01,,,,,,,,,,,
065305,4,True,2017-01-10,2017-01-19,2022-02-28,2023-05-01,,,,,,,,
065306,1,True,2022-09-01,,,,,,,,,,,
065307,7,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,2020-12-31,2024-01-01,2024-03-22,,,,,
065318,1,True,2019-08-14,,,,,,,,,,,
065330,2,True,2017-09-01,2024-07-01,,,,,,,,,,
065337,1,True,2017-07-10,,,,,,,,,,,
065341,1,True,2024-10-01,,,,,,,,,,,
065351,1,True,2017-07-01,,,,,,,,,,,
065354,1,True,2017-07-01,,,,,,,,,,,
065362,1,True,2019-07-20,,,,,,,,,,,
065366,2,True,2018-06-25,2022-09-01,,,,,,,,,,
065373,2,True,2017-01-18,2018-06-01,,,,,,,,,,
065374,1,True,2019-07-20,,,,,,,,,,,
065378,3,True,2022-10-11,2023-06-30,2024-04-15,,,,,,,,,
065379,1,True,2020-05-26,,,,,,,,,,,
065383,1,True,2017-07-01,,,,,,,,,,,
065388,4,True,2017-08-31,2020-02-24,2024-02-05,2024-06-01,,,,,,,,
065393,4,True,2021-01-01,2021-01-02,2023-07-01,2024-01-01,,,,,,,,
065396,1,True,2022-09-01,,,,,,,,,,,
065397,1,True,2021-08-01,,,,,,,,,,,
065399,2,True,2017-02-21,2022-09-01,,,,,,,,,,
065400,4,True,2021-08-01,2023-02-01,2023-09-01,2024-04-15,,,,,,,,
065402,1,True,2019-03-08,,,,,,,,,,,
065405,3,True,2018-12-19,2023-12-18,2023-12-19,,,,,,,,,
065407,5,True,2019-09-01,2021-01-01,2021-01-02,2023-07-01,2024-01-01,,,,,,,
065409,1,True,2021-01-14,,,,,,,,,,,
065411,1,True,2022-09-01,,,,,,,,,,,
065414,5,True,2020-12-14,2021-08-01,2023-02-01,2023-09-01,2024-04-15,,,,,,,
065415,3,True,2021-10-01,2023-09-01,2024-04-15,,,,,,,,,
065421,1,True,2020-01-01,,,,,,,,,,,
065424,1,True,2022-09-01,,,,,,,,,,,
065430,3,True,2018-08-22,2019-10-01,2021-01-31,,,,,,,,,
065435,4,True,2018-07-01,2021-01-01,2023-07-01,2024-01-01,,,,,,,,
075001,1,True,2021-10-01,,,,,,,,,,,
075013,1,True,2018-12-01,,,,,,,,,,,
075017,2,True,2017-07-14,2024-06-07,,,,,,,,,,
075031,1,True,2019-07-01,,,,,,,,,,,
075057,2,True,2019-05-01,2022-02-01,,,,,,,,,,
075060,2,True,2019-05-01,2022-12-22,,,,,,,,,,
075061,1,True,2019-04-22,,,,,,,,,,,
075064,3,True,2020-01-01,2020-11-30,2021-09-10,,,,,,,,,
075074,1,True,2023-09-12,,,,,,,,,,,
075079,2,True,2017-06-30,2022-02-01,,,,,,,,,,
075084,1,True,2020-10-15,,,,,,,,,,,
075096,1,True,2017-01-01,,,,,,,,,,,
075105,1,True,2021-11-01,,,,,,,,,,,
075138,1,True,2021-09-10,,,,,,,,,,,
075146,4,True,2017-11-19,2019-09-30,2021-04-14,2023-10-10,,,,,,,,
075158,2,True,2017-06-30,2022-02-01,,,,,,,,,,
075183,2,True,2021-10-01,2022-11-15,,,,,,,,,,
075192,1,True,2021-09-01,,,,,,,,,,,
075195,1,True,2017-02-28,,,,,,,,,,,
075196,1,True,2017-02-28,,,,,,,,,,,
075198,1,True,2019-10-01,,,,,,,,,,,
075200,1,True,2021-11-01,,,,,,,,,,,
075201,1,True,2021-11-01,,,,,,,,,,,
075208,3,True,2020-01-22,2020-12-01,2021-09-10,,,,,,,,,
075213,2,True,2022-07-11,2024-10-01,,,,,,,,,,
075214,1,True,2020-11-25,,,,,,,,,,,
075219,1,True,2021-11-01,,,,,,,,,,,
075222,1,True,2022-07-11,,,,,,,,,,,
075228,2,True,2020-06-01,2024-06-03,,,,,,,,,,
075234,1,True,2020-10-01,,,,,,,,,,,
075237,2,True,2021-10-01,2022-11-15,,,,,,,,,,
075238,2,True,2020-11-30,2020-12-01,,,,,,,,,,
075240,1,True,2021-09-01,,,,,,,,,,,
075241,1,True,2017-06-30,,,,,,,,,,,
075246,1,True,2018-12-05,,,,,,,,,,,
075250,1,True,2019-01-25,,,,,,,,,,,
075253,1,True,2021-09-01,,,,,,,,,,,
075257,1,True,2019-06-03,,,,,,,,,,,
075258,1,True,2018-05-17,,,,,,,,,,,
075261,2,True,2021-09-10,2021-10-01,,,,,,,,,,
075270,1,True,2021-09-01,,,,,,,,,,,
075274,2,True,2022-07-11,2024-10-01,,,,,,,,,,
075278,1,True,2021-06-30,,,,,,,,,,,
075279,2,True,2021-10-01,2022-11-15,,,,,,,,,,
075286,1,True,2022-07-11,,,,,,,,,,,
075296,1,True,2022-06-30,,,,,,,,,,,
075312,2,True,2017-10-01,2019-09-26,,,,,,,,,,
075316,1,True,2017-09-30,,,,,,,,,,,
075319,1,True,2017-10-01,,,,,,,,,,,
075320,1,True,2020-10-15,,,,,,,,,,,
075322,5,True,2018-11-20,2021-12-27,2021-12-28,2024-03-15,2025-01-01,,,,,,,
075326,2,True,2018-07-01,2024-06-07,,,,,,,,,,
075331,2,True,2017-06-01,2023-11-28,,,,,,,,,,
075332,1,True,2018-06-01,,,,,,,,,,,
075333,1,True,2022-07-27,,,,,,,,,,,
075334,1,True,2022-07-27,,,,,,,,,,,
075338,1,True,2020-10-15,,,,,,,,,,,
075340,1,True,2022-06-26,,,,,,,,,,,
075341,2,True,2018-04-01,2022-09-01,,,,,,,,,,
075347,1,True,2024-05-01,,,,,,,,,,,
075348,1,True,2022-09-07,,,,,,,,,,,
075351,1,True,2017-09-30,,,,,,,,,,,
075354,2,True,2021-10-01,2024-05-01,,,,,,,,,,
075355,1,True,2024-06-07,,,,,,,,,,,
075362,1,True,2021-01-01,,,,,,,,,,,
075366,1,True,2017-08-01,,,,,,,,,,,
075375,2,True,2019-04-01,2022-09-01,,,,,,,,,,
075377,1,True,2022-07-11,,,,,,,,,,,
075379,3,True,2018-06-06,2018-07-01,2024-06-07,,,,,,,,,
075381,2,True,2017-01-01,2021-09-10,,,,,,,,,,
075382,1,True,2021-07-01,,,,,,,,,,,
075390,2,True,2017-09-30,2024-06-07,,,,,,,,,,
075393,1,True,2018-07-17,,,,,,,,,,,
075394,1,True,2022-07-11,,,,,,,,,,,
075395,2,True,2017-01-01,2018-02-28,,,,,,,,,,
075397,1,True,2021-11-01,,,,,,,,,,,
075400,1,True,2017-01-01,,,,,,,,,,,
075405,2,True,2020-06-01,2023-11-28,,,,,,,,,,
075407,2,True,2021-10-01,2023-11-28,,,,,,,,,,
075413,1,True,2017-09-30,,,,,,,,,,,
075414,1,True,2023-09-12,,,,,,,,,,,
075415,1,True,2018-02-28,,,,,,,,,,,
075416,1,True,2017-08-01,,,,,,,,,,,
075419,1,True,2023-08-01,,,,,,,,,,,
075421,1,True,2019-08-23,,,,,,,,,,,
075425,1,True,2022-07-17,,,,,,,,,,,
075437,5,True,2017-02-01,2021-12-28,2022-06-15,2025-01-01,2025-01-31,,,,,,,
085002,1,True,2020-04-07,,,,,,,,,,,
085004,1,True,2021-05-13,,,,,,,,,,,
085010,2,True,2021-10-01,2024-02-01,,,,,,,,,,
085013,1,True,2021-06-01,,,,,,,,,,,
085015,2,True,2021-10-01,2024-02-01,,,,,,,,,,
085019,1,True,2024-03-01,,,,,,,,,,,
085021,4,True,2017-03-06,2018-12-31,2020-01-01,2020-12-31,,,,,,,,
085025,1,True,2020-04-01,,,,,,,,,,,
085026,1,True,2019-08-18,,,,,,,,,,,
085027,1,True,2021-06-01,,,,,,,,,,,
085028,2,True,2018-07-26,2023-08-01,,,,,,,,,,
085031,4,True,2017-03-06,2018-12-31,2020-01-01,2020-12-31,,,,,,,,
085033,2,True,2018-07-26,2023-08-01,,,,,,,,,,
085034,1,True,2020-04-01,,,,,,,,,,,
085036,3,True,2017-03-06,2018-12-31,2020-01-01,,,,,,,,,
085039,8,True,2018-08-01,2019-01-01,2019-03-01,2019-09-30,2020-09-30,2020-12-31,2023-01-01,2023-12-31,,,,
085040,5,True,2018-01-01,2019-01-01,2019-06-01,2020-03-01,2020-06-01,,,,,,,
085042,2,True,2018-10-01,2021-06-01,,,,,,,,,,
095015,1,True,2018-02-01,,,,,,,,,,,
095022,1,True,2020-09-01,,,,,,,,,,,
095031,1,True,2018-05-01,,,,,,,,,,,
095036,1,True,2018-05-01,,,,,,,,,,,
095040,1,True,2019-09-01,,,,,,,,,,,
105001,3,True,2021-09-01,2021-12-09,2022-12-09,,,,,,,,,
105002,2,True,2017-01-10,2020-03-16,,,,,,,,,,
105008,1,True,2021-09-01,,,,,,,,,,,
105009,3,True,2022-10-07,2022-10-08,2023-09-01,,,,,,,,,
105012,5,True,2020-01-21,2021-01-01,2021-03-23,2021-12-01,2023-09-01,,,,,,,
105037,2,True,2024-06-01,2024-06-18,,,,,,,,,,
105038,5,True,2019-03-13,2019-11-15,2021-06-01,2022-01-13,2024-01-11,,,,,,,
105045,1,True,2017-11-12,,,,,,,,,,,
105050,2,True,2022-03-23,2022-07-27,,,,,,,,,,
105052,1,True,2020-08-13,,,,,,,,,,,
105067,1,True,2017-10-12,,,,,,,,,,,
105071,1,True,2023-08-01,,,,,,,,,,,
105072,3,True,2021-01-01,2022-03-23,2022-07-27,,,,,,,,,
105083,3,True,2019-03-03,2019-11-15,2021-06-01,,,,,,,,,
105089,2,True,2022-12-02,2023-01-01,,,,,,,,,,
105119,4,True,2021-01-01,2021-03-02,2022-03-23,2022-07-27,,,,,,,,
105120,1,True,2023-05-01,,,,,,,,,,,
105125,1,True,2023-08-01,,,,,,,,,,,
105132,5,True,2020-01-21,2021-01-01,2021-03-23,2021-12-01,2023-12-01,,,,,,,
105135,1,True,2021-01-01,,,,,,,,,,,
105138,4,True,2018-07-01,2019-02-14,2019-12-01,2022-02-01,,,,,,,,
105140,2,True,2017-01-23,2021-02-11,,,,,,,,,,
105145,1,True,2020-08-13,,,,,,,,,,,
105146,2,True,2020-11-03,2022-01-01,,,,,,,,,,
105148,5,True,2020-01-21,2021-01-01,2021-03-23,2021-12-01,2023-12-01,,,,,,,
105149,4,True,2021-01-01,2021-03-02,2022-03-25,2022-07-27,,,,,,,,
105153,2,True,2019-11-15,2021-06-01,,,,,,,,,,
105159,4,True,2021-01-01,2021-03-02,2022-03-23,2022-07-27,,,,,,,,
105166,1,True,2023-08-01,,,,,,,,,,,
105172,1,True,2018-08-01,,,,,,,,,,,
105175,3,True,2019-03-03,2019-11-15,2021-06-01,,,,,,,,,
105178,4,True,2020-01-21,2021-01-01,2021-03-23,2021-12-01,,,,,,,,
105190,1,True,2017-11-12,,,,,,,,,,,
105193,3,True,2021-01-01,2022-03-23,2022-07-27,,,,,,,,,
105196,3,True,2021-01-01,2022-03-23,2022-07-27,,,,,,,,,
105202,4,True,2021-01-01,2021-03-02,2022-03-23,2022-07-27,,,,,,,,
105205,1,True,2023-01-01,,,,,,,,,,,
105207,3,True,2021-09-01,2021-12-09,2022-12-09,,,,,,,,,
105217,3,True,2021-01-01,2021-03-02,2022-07-27,,,,,,,,,
105228,3,True,2017-12-28,2018-12-28,2022-05-01,,,,,,,,,
105229,2,True,2018-03-17,2018-03-19,,,,,,,,,,
105238,3,True,2020-01-21,2021-01-01,2021-03-23,,,,,,,,,
105248,2,True,2022-09-15,2022-09-25,,,,,,,,,,
105250,1,True,2020-04-20,,,,,,,,,,,
